id,name,group,area,start_date,end_date
1d2b8674-da01-43c0-a8af-521296160406,Anders Andreassen,Siumut,,1999-02-16,2002-12-02
d91e030d-c731-467e-bf07-b3b0b5fb9316,Anders Nilsson,Atassut,,1999-02-16,2002-12-02
2e8ad049-e92d-4122-ac72-0e67f417385e,Anthon Frederiksen,Kattusseqatigiit,,1999-02-16,2002-12-02
046e1756-1991-48e2-9872-bbf1d3d151fb,Asii Chemnitz Narup,Inuit Ataqatigiit,,1999-02-16,2002-12-02
5b658c8b-a794-491f-9f20-a5472e2f0189,Augusta Salling,Atassut,,1999-02-16,2002-12-02
d86bd2fa-68af-4007-914e-bfea44cde83f,Daniel Skifte,Atassut,,1999-02-16,2002-12-02
7dca92b8-aa18-4d28-8807-dd1627870d19,Finn Karlsen,Atassut,,1999-02-16,2002-12-02
76cc0efc-6544-4053-98fa-45237ad3e5ee,Godmand Rasmussen,Atassut,,1999-02-16,2002-12-02
0a343a11-29ab-4706-8334-d759ccb0e9cc,Hans Enoksen,Siumut,,1999-02-16,2002-12-02
038ce71d-52d3-4093-a2a1-897947764e12,Jakob Sivertsen,Atassut,,1999-02-16,2002-12-02
438c3002-1e82-45fc-a270-bb0a0aaad6f6,Johan Lund Olsen,Inuit Ataqatigiit,,1999-02-16,2002-12-02
fc383496-e530-4885-a020-d5fa1adb9e58,Jonathan Motzfeldt,Siumut,,1999-02-16,2002-12-02
14d3e3e4-db78-4f38-a416-bd108fd6d254,Josef Motzfeldt,Inuit Ataqatigiit,,1999-02-16,2002-12-02
6793d6ce-9c72-4dd9-b03e-336334545248,Jørgen W. Johansen,Siumut,,1999-02-16,2002-12-02
5fdf8833-8f6f-4aaf-beac-2701c7732ccb,Lars Karl Jensen,Siumut,,1999-02-16,2002-12-02
91e5609b-82df-415f-b9ad-da6b3132fe63,Lars Sørensen,Inuit Ataqatigiit,,1999-02-16,2002-12-02
f98a162a-923a-4a2c-98ad-114448aa668e,Loritha Henriksen,Kattusseqatigiit,,1999-02-16,2002-12-02
82c43cc2-bca0-4366-8626-247438477715,Mads Peter Grønvold,Kattusseqatigiit,,1999-02-16,2002-12-02
e47e6e43-64e4-4ca2-8f03-5529c00d0f42,Malînànguak´M. Mølgaard,Inuit Ataqatigiit,,1999-02-16,2002-12-02
af6ddf03-b6ae-4bdd-8804-eecf3fe79e1e,Mikael Petersen,Siumut,,1999-02-16,2002-12-02
8a750029-5a8f-466a-bc26-891f9ab1b640,Mogens Kleist,Kattusseqatigiit,,1999-02-16,2002-12-02
ef1f251b-0713-4662-86de-d16759dc0377,Ole Lynge,Inuit Ataqatigiit,,1999-02-16,2002-12-02
290fb8a2-a0d2-4c14-a4c7-934305556d47,Olga P. Berthelsen,Inuit Ataqatigiit,,1999-02-16,2002-12-02
77251343-2796-4e88-84fa-4b58503ca2d5,Otto Steenholdt,Atassut,,1999-02-16,2002-12-02
5288ec08-f33e-443a-aa3a-70f6db7d03ec,Per Berthelsen,Siumut,,1999-02-16,2002-12-02
cd268a98-08f2-4fb9-97da-e039144df925,Per Rosing-Petersen,Enkeltkandidat,,1999-02-16,2002-12-02
725ab873-8dea-4525-8fd2-420b7045fdf2,Ruth Heilmann,Siumut,,1999-02-16,2002-12-02
14e54487-9593-404d-99ab-cc1d0863e8ef,Simon Olsen,Siumut,,1999-02-16,2002-12-02
8eaeee00-a2e7-4cc0-951a-c0a8ca81ae45,Siverth Karl Heilmann,Atassut,,1999-02-16,2002-12-02
fd455b84-375e-4219-81b6-b3990f8bc610,Tommy Marø,Siumut,,1999-02-16,2002-12-02
06802a88-b0b5-48d2-8010-cff06671e892,Vittus Mikaelsen,Siumut,,1999-02-16,2002-12-02
