id,name,group,area,start_date,end_date
8646b7a1-ff0f-4402-b7f7-94692ef2a837,Aaja Chemnitz Larsen,Inuit Ataqatigiit,,2014-12-12,""
56b7da86-b9c7-4fcd-bd04-f980cde7d4c5,Agathe Fontain,Inuit Ataqatigiit,,2014-12-12,""
7441d767-4f34-444b-9dbe-b60cac20389e,Anders Olsen,Siumut,,2014-12-12,""
16ae4426-69c2-490c-8aa1-37b963d04ba6,Ane Hansen,Inuit Ataqatigiit,,2014-12-12,""
2e8ad049-e92d-4122-ac72-0e67f417385e,Anthon Frederiksen,Partii Naleraq,,2014-12-12,""
54ef225c-ae48-4fcd-aadf-ccf13686c19c,Aqqaluaq B. Egede,Inuit Ataqatigiit,,2014-12-12,""
0a343a11-29ab-4706-8334-d759ccb0e9cc,Hans Enoksen,Partii Naleraq,,2014-12-12,""
194d3b3d-e97c-4ea4-beef-4734f928ffda,Iddimanngiiu Bianco,Inuit Ataqatigiit,,2014-12-12,""
4c43192f-8afe-4988-916e-f4e465626cc8,Ineqi Kielsen,Siumut,,2014-12-12,""
5dd56df6-2452-4464-8be4-805798977d95,Jens Immanuelsen,Siumut,,2014-12-12,""
5a2aae3b-a5f1-40e8-81d7-2071adb64339,Jens-Erik Kirkegaard,Siumut,,2014-12-12,""
128e5589-f3f0-497d-8259-5356ed95c15e,Jess Svane,Siumut,,2014-12-12,""
f279638a-dd1c-4159-9aa4-767b43c2eeb2,Juliane Henningsen,Inuit Ataqatigiit,,2014-12-12,""
73292c5f-5ba6-43c4-bd63-deb605333431,Justus Hansen,Demokraatit,,2014-12-12,""
292a7ac3-f465-4405-90f8-2ab3b440c299,Kalistat Lund,Inuit Ataqatigiit,,2014-12-12,""
4d94f369-0455-4a8c-b73e-a709804f4257,Kim Kielsen,Siumut,,2014-12-12,""
89f4a64a-eab1-46c4-8caa-b9b33cf0cc7f,Lars-Emil Johansen,Siumut,,2014-12-12,""
c65a97b4-a53d-432c-b7c8-f5deee09bfb8,Laura Tàunâjik,Siumut,,2014-12-12,""
9e7643a3-5c84-40c1-9536-1d8b76730c10,Michael Rosing,Demokraatit,,2014-12-12,""
198ffadd-2ae9-4ab2-a161-173443285772,Mùte Bourup Egede,Inuit Ataqatigiit,,2014-12-12,""
cd4163a0-3fef-44d2-9a5f-17e9e4405bbe,Naaja H. Nathanielsen,Inuit Ataqatigiit,,2014-12-12,""
b57d46e0-bd24-4a45-bf38-5ce66b6a0c4a,Nikolaj Jeremiassen,Siumut,,2014-12-12,""
cd268a98-08f2-4fb9-97da-e039144df925,Per Rosing-Petersen,Partii Naleraq,,2014-12-12,""
ffdf6ad5-015e-4bc4-af47-eae264780f94,Peter Olsen,Inuit Ataqatigiit,,2014-12-12,""
7f7e6bfe-1528-40a0-b3b9-2eec202af49a,Randi Vestergaard Evaldsen,Demokraatit,,2014-12-12,""
d749f69b-dbe2-4af6-ab1e-e35e7bb57c2e,Sara Olsvig,Inuit Ataqatigiit,,2014-12-12,""
8eaeee00-a2e7-4cc0-951a-c0a8ca81ae45,Siverth Karl Heilmann,Atassut,,2014-12-12,""
34527c3c-24ae-4399-87e9-39e4f53ade6e,Steen Lynge,Atassut,,2014-12-12,""
f3e4e580-2652-4b15-ad5f-8fc99bef5bf1,Suka K. Frederiksen,Siumut,,2014-12-12,""
b8a08114-2e0c-49d3-8665-40de66752155,Tillie Martinussen,Demokraatit,,2014-12-12,""
a34e5010-d2de-48c0-928c-0ba2bb31e575,Vivian Motzfeldt,Siumut,,2014-12-12,""
