id,name,group,area,chamber,start_date,end_date
98910cf1-54f9-41a4-8b16-3de553fc004c,Aage Hammeken,Siumut,,Inatsisartut,1979-05-01,1983-04-11
1d2b8674-da01-43c0-a8af-521296160406,Anders Andreassen,Siumut,,Inatsisartut,1979-05-01,1983-04-11
d2d87db5-bf3a-41bf-b2aa-69e1d09d17ed,Anguteraq Davidsen,Atassut,,Inatsisartut,1979-05-01,1983-04-11
aac4aa2c-bbf5-4d21-87e9-ca2e3ac9783b,Bent Frederiksen,Siumut,,Inatsisartut,1979-05-01,1983-04-11
da956eff-e68e-4420-b816-b9df89e2342d,Frederik Rosback,Siumut,,Inatsisartut,1979-05-01,1983-04-11
2cee0ddf-2e20-4081-b816-0020a37b9743,Hendrik Nielsen,Siumut,,Inatsisartut,1979-05-01,1983-04-11
038ce71d-52d3-4093-a2a1-897947764e12,Jakob Sivertsen,Atassut,,Inatsisartut,1979-05-01,1983-04-11
fc383496-e530-4885-a020-d5fa1adb9e58,Jonathan Motzfeldt,Siumut,,Inatsisartut,1979-05-01,1983-04-11
fb8105bb-969b-4d48-9460-854c15b5a85c,Konrad Steenholdt,Atassut,,Inatsisartut,1979-05-01,1983-04-11
5777e11f-e768-459f-b372-04337c331d55,Lars Chemnitz,Atassut,,Inatsisartut,1979-05-01,1983-04-11
1a4928b0-5326-4857-a6cd-f0764a835679,Lars Godtfredsen,Atassut,,Inatsisartut,1979-05-01,1983-04-11
89f4a64a-eab1-46c4-8caa-b9b33cf0cc7f,Lars-Emil Johansen,Siumut,,Inatsisartut,1979-05-01,1983-04-11
3073090e-ac00-4a11-8603-29be228a2e90,Moses Olsen,Siumut,,Inatsisartut,1979-05-01,1983-04-11
9269121c-74cb-445a-8c81-b40677b326b4,Niels Carlo Heilmann,Atassut,,Inatsisartut,1979-05-01,1983-04-11
60165b05-9a76-4ae6-84d0-0de7692154b1,Niels Nielsen,Siumut,,Inatsisartut,1979-05-01,1983-04-11
77251343-2796-4e88-84fa-4b58503ca2d5,Otto Steenholdt,Atassut,,Inatsisartut,1979-05-01,1983-04-11
e260a0b2-96f2-47b4-ac70-8251d9d0880c,Pavia Nielsen,Siumut,,Inatsisartut,1979-05-01,1983-04-11
e7c37036-98af-4931-9061-90fd045cd582,Peter Ostermann,Atassut,,Inatsisartut,1979-05-01,1983-04-11
7f942e8e-bb44-4e6d-b716-2409fa6306e3,Preben Lange,Siumut,,Inatsisartut,1979-05-01,1983-04-11
8e35d10a-8c5b-42f1-b493-ef4070ce6b7f,Sofus Joelsen,Siumut,,Inatsisartut,1979-05-01,1983-04-11
24b2e8d5-313e-47ef-882f-3feaddd22d58,Thue Christiansen,Siumut,,Inatsisartut,1979-05-01,1983-04-11
