id,name,group,area,chamber,start_date,end_date
8646b7a1-ff0f-4402-b7f7-94692ef2a837,Aaja Chemnitz Larsen,Inuit Ataqatigiit,,Inatsisartut,2014-11-28,2014-12-11
56b7da86-b9c7-4fcd-bd04-f980cde7d4c5,Agathe Fontain,Inuit Ataqatigiit,,Inatsisartut,2014-11-28,2014-12-11
7441d767-4f34-444b-9dbe-b60cac20389e,Anders Olsen,Siumut,,Inatsisartut,2014-11-28,2014-12-11
ddaf366f-9b1f-4f98-b55c-200b3edac056,Andreas Uldum,Demokraatit,,Inatsisartut,2014-11-28,2014-12-11
16ae4426-69c2-490c-8aa1-37b963d04ba6,Ane Hansen,Inuit Ataqatigiit,,Inatsisartut,2014-11-28,2014-12-11
2e8ad049-e92d-4122-ac72-0e67f417385e,Anthon Frederiksen,Partii Naleraq,,Inatsisartut,2014-11-28,2014-12-11
54ef225c-ae48-4fcd-aadf-ccf13686c19c,Aqqaluaq B. Egede,Inuit Ataqatigiit,,Inatsisartut,2014-11-28,2014-12-11
5ae7ca97-57f2-4bb5-9416-1b0fb3fc1413,Doris Jakobsen,Siumut,,Inatsisartut,2014-11-28,2014-12-11
0a343a11-29ab-4706-8334-d759ccb0e9cc,Hans Enoksen,Partii Naleraq,,Inatsisartut,2014-11-28,2014-12-11
194d3b3d-e97c-4ea4-beef-4734f928ffda,Iddimanngiiu Bianco,Inuit Ataqatigiit,,Inatsisartut,2014-11-28,2014-12-11
4c43192f-8afe-4988-916e-f4e465626cc8,Ineqi Kielsen,Siumut,,Inatsisartut,2014-11-28,2014-12-11
5dd56df6-2452-4464-8be4-805798977d95,Jens Immanuelsen,Siumut,,Inatsisartut,2014-11-28,2014-12-11
f279638a-dd1c-4159-9aa4-767b43c2eeb2,Juliane Henningsen,Inuit Ataqatigiit,,Inatsisartut,2014-11-28,2014-12-11
73292c5f-5ba6-43c4-bd63-deb605333431,Justus Hansen,Demokraatit,,Inatsisartut,2014-11-28,2014-12-11
292a7ac3-f465-4405-90f8-2ab3b440c299,Kalistat Lund,Inuit Ataqatigiit,,Inatsisartut,2014-11-28,2014-12-11
ce4f4f01-cba8-4410-bbb9-add05b31cf18,Karl-Kristian Kruse,Siumut,,Inatsisartut,2014-11-28,2014-12-11
4d94f369-0455-4a8c-b73e-a709804f4257,Kim Kielsen,Siumut,,Inatsisartut,2014-11-28,2014-12-11
dad5c634-71c4-4195-990a-07c92e602325,Knud Kristiansen,Atassut,,Inatsisartut,2014-11-28,2014-12-11
89f4a64a-eab1-46c4-8caa-b9b33cf0cc7f,Lars-Emil Johansen,Siumut,,Inatsisartut,2014-11-28,2014-12-11
c65a97b4-a53d-432c-b7c8-f5deee09bfb8,Laura Tàunâjik,Siumut,,Inatsisartut,2014-11-28,2014-12-11
f8aa38ab-acf2-4350-a3f3-c3c5d211494d,Mala Høy Kuko,Atassut,,Inatsisartut,2014-11-28,2014-12-11
ae034b7d-b2a9-49e8-be82-0009c6cdfa8f,Martha Lund Olsen,Siumut,,Inatsisartut,2014-11-28,2014-12-11
16f0e63d-154f-4f4d-9241-81748844532f,Mimi Karlsen,Inuit Ataqatigiit,,Inatsisartut,2014-11-28,2014-12-11
cd4163a0-3fef-44d2-9a5f-17e9e4405bbe,Naaja H. Nathanielsen,Inuit Ataqatigiit,,Inatsisartut,2014-11-28,2014-12-11
b57d46e0-bd24-4a45-bf38-5ce66b6a0c4a,Nikolaj Jeremiassen,Siumut,,Inatsisartut,2014-11-28,2014-12-11
91aecc71-3c21-4616-a342-34235bcab657,Nivi Olsen,Demokraatit,,Inatsisartut,2014-11-28,2014-12-11
cd268a98-08f2-4fb9-97da-e039144df925,Per Rosing-Petersen,Partii Naleraq,,Inatsisartut,2014-11-28,2014-12-11
ffdf6ad5-015e-4bc4-af47-eae264780f94,Peter Olsen,Inuit Ataqatigiit,,Inatsisartut,2014-11-28,2014-12-11
7f7e6bfe-1528-40a0-b3b9-2eec202af49a,Randi Vestergaard Evaldsen,Demokraatit,,Inatsisartut,2014-11-28,2014-12-11
d749f69b-dbe2-4af6-ab1e-e35e7bb57c2e,Sara Olsvig,Inuit Ataqatigiit,,Inatsisartut,2014-11-28,2014-12-11
f3e4e580-2652-4b15-ad5f-8fc99bef5bf1,Suka K. Frederiksen,Siumut,,Inatsisartut,2014-11-28,2014-12-11
