id,name,group,area,start_date,end_date
b25fd3c9-0bf5-4794-a9d5-36586a5dd978,Andreas Sanimuinnaq,Atassut,,1984-06-06,1987-05-25
d4d89d13-2f6a-4567-90fa-53486b4e5b1d,Aqqaluk Lynge,Inuit Ataqatigiit,,1984-06-06,1987-05-25
aac4aa2c-bbf5-4d21-87e9-ca2e3ac9783b,Bent Frederiksen,Siumut,,1984-06-06,1987-05-25
66c6f469-a716-4355-b8be-5e625e3fa16f,Emilie Lennert,Atassut,,1984-06-06,1987-05-25
248530f3-6690-46be-9168-eb91f191dc7e,Hans Iversen,Siumut,,1984-06-06,1987-05-25
2cee0ddf-2e20-4081-b816-0020a37b9743,Hendrik Nielsen,Siumut,,1984-06-06,1987-05-25
8143b42e-57ad-4742-836a-dd3803e898c2,Henriette Rasmussen,Inuit Ataqatigiit,,1984-06-06,1987-05-25
1e0e8a3a-fdaf-4f23-a74e-3bc1b4ba8b31,Holger Sivertsen,Atassut,,1984-06-06,1987-05-25
0168396f-acc0-4681-aa89-0ad784ee8a95,Ingvar Høegh,Atassut,,1984-06-06,1987-05-25
4bd59647-b38a-4c65-8e62-779024f2d26e,Isak Lund,Siumut,,1984-06-06,1987-05-25
038ce71d-52d3-4093-a2a1-897947764e12,Jakob Sivertsen,Atassut,,1984-06-06,1987-05-25
612455d1-5a9a-4fff-8e10-90f50fd2edf3,Jan Str. Christophersen,Atassut,,1984-06-06,1987-05-25
fce3ad36-cac6-4b9b-b461-acba5de49901,Jens Geisler,Inuit Ataqatigiit,,1984-06-06,1987-05-25
82678096-dac6-481a-a981-8a47b2afa750,Jens Lyberth,Siumut,,1984-06-06,1987-05-25
fc383496-e530-4885-a020-d5fa1adb9e58,Jonathan Motzfeldt,Siumut,,1984-06-06,1987-05-25
a13ab224-3c15-457a-8044-4fa38bd62385,Knud Sørensen,Atassut,,1984-06-06,1987-05-25
fb8105bb-969b-4d48-9460-854c15b5a85c,Konrad Steenholdt,Atassut,,1984-06-06,1987-05-25
89f4a64a-eab1-46c4-8caa-b9b33cf0cc7f,Lars-Emil Johansen,Siumut,,1984-06-06,1987-05-25
3073090e-ac00-4a11-8603-29be228a2e90,Moses Olsen,Siumut,,1984-06-06,1987-05-25
9269121c-74cb-445a-8c81-b40677b326b4,Niels Carlo Heilmann,Atassut,,1984-06-06,1987-05-25
77251343-2796-4e88-84fa-4b58503ca2d5,Otto Steenholdt,Atassut,,1984-06-06,1987-05-25
e260a0b2-96f2-47b4-ac70-8251d9d0880c,Pavia Nielsen,Siumut,,1984-06-06,1987-05-25
e7c37036-98af-4931-9061-90fd045cd582,Peter Ostermann,Atassut,,1984-06-06,1987-05-25
7f942e8e-bb44-4e6d-b716-2409fa6306e3,Preben Lange,Siumut,,1984-06-06,1987-05-25
f5edbf93-3560-456a-bbb8-579e3731e39c,Uusaqqak Qujaukitsoq,Siumut,,1984-06-06,1987-05-25
