id,name,group,area,start_date,end_date
mp_AbdylYmeri,Abdyl Ymeri,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_AdemGrabovci,Adem Grabovci,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_AdemHajdaraj,Adem Hajdaraj,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_AdemSalihaj,Adem Salihaj,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_AhmetIsufi,Ahmet Isufi,Grupi i AAK-së,,2007-12-13,2010-11-03
mp_AliLajçi,Ali Lajçi,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_AlushAGashi,Alush A. Gashi,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_AnitaMorinaSaraçi,Anita Morina-Saraçi,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_ArdianGjini,Ardian Gjini,Grupi i AAK-së,,2007-12-13,2010-11-03
mp_ArmendZemaj,Armend Zemaj,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_ArsimBajrami,Arsim Bajrami,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_ArsimRexhepi,Arsim Rexhepi,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_BahriHyseni,Bahri Hyseni,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_BajramKosumi,Bajram Kosumi,Grupi i AAK-së,,2007-12-13,2010-11-03
mp_BasriMusmurati,Basri Musmurati,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_BehgjetPacolli,Behgjet Pacolli,Grupi i AKR-së,,2007-12-13,2010-11-03
mp_BeratLuzha,Berat Luzha,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_BerimRamosaj,Berim Ramosaj,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_BesaGaxherri,Besa Gaxherri,Grupi i LDD-së,,2007-12-13,2010-11-03
mp_BranislavGrbiæ,Branislav Grbiæ,Grupi për Integrim,,2007-12-13,2010-11-03
mp_BujarBukoshi,Bujar Bukoshi,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_BujarDugolli,Bujar Dugolli,Pa Grup,,2007-12-13,2010-11-03
mp_DanushAdemi,Danush Ademi,Grupi për Integrim,,2007-12-13,2010-11-03
mp_DonikaKadaj,Donika Kadaj,Grupi i AAK-së,,2007-12-13,2010-11-03
mp_DraganDimić,Dragan Dimić,Grupi i SLS-së,,2007-12-13,2010-11-03
mp_DragiAMirić,Dragia Mirić,Grupi për Integrim,,2007-12-13,2010-11-03
mp_DritaKadriu,Drita Kadriu,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_DritaMaliqi,Drita Maliqi,Grupi i LDD-së,,2007-12-13,2010-11-03
mp_DritonTali,Driton Tali,Pa Grup,,2007-12-13,2010-11-03
mp_DEzairMurati,Dezair Murati,Grupi 7+,,2007-12-13,2010-11-03
mp_EditaTahiri,Edita Tahiri,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_ElhameHetemi,Elhame Hetemi,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_EmrushXhemajli,Emrush Xhemajli,Pa Grup,,2007-12-13,2010-11-03
mp_EnisKervan,Enis Kervan,Grupi 7+,,2007-12-13,2010-11-03
mp_EnverHoxhaj,Enver Hoxhaj,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_EqremKryeziu,Eqrem Kryeziu,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_EsatBrajshori,Esat Brajshori,Grupi i AKR-së,,2007-12-13,2010-11-03
mp_EtemArifi,Etem Arifi,Grupi i SLS-së,,2007-12-13,2010-11-03
mp_EthemÇeku,Ethem Çeku,Grupi i AAK-së,,2007-12-13,2010-11-03
mp_FatmirLimaj,Fatmir Limaj,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_FatmirRexhepi,Fatmir Rexhepi,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_FatmireBerisha,Fatmire Berisha,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_FloraBrovina,Flora Brovina,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_GaniBuçinca,Gani Buçinca,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_GaniGeci,Gani Geci,Grupi i LDD-së,,2007-12-13,2010-11-03
mp_GaniKoci,Gani Koci,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_GjylnazeSyla,Gjylnaze Syla,Grupi i AAK-së,,2007-12-13,2010-11-03
mp_HafizeHajdini,Hafize Hajdini,Grupi i SLS-së,,2007-12-13,2010-11-03
mp_HajdinAbazi,Hajdin Abazi,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_HajredinHyseni,Hajredin Hyseni,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_HakiShatri,Haki Shatri,Grupi i AAK-së,,2007-12-13,2010-11-03
mp_HesetCakolli,Heset Cakolli,Grupi i AKR-së,,2007-12-13,2010-11-03
mp_HydajetHyseni,Hydajet Hyseni,Grupi i PDK-së,,2007-12-13,2010-11-03
