id,name,group,area,start_date,end_date
mp_IbrahimGashi,Ibrahim Gashi,Grupi i AKR-së,,2007-12-13,2010-11-03
mp_IbrahimMakolli,Ibrahim Makolli,Grupi i AKR-së,,2007-12-13,2010-11-03
mp_IbrahimSelmanaj,Ibrahim Selmanaj,Grupi i AAK-së,,2007-12-13,2010-11-03
mp_IsmajlKurteshi,Ismajl Kurteshi,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_IsmetBeqiri,Ismet Beqiri,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_JakupKrasniqi,Jakup Krasniqi,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_KaqushaJashari,Kaqusha Jashari,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_KolëBerisha,Kolë Berisha,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_KosaraNikolić,Kosara Nikolić,Grupi i SLS-së,,2007-12-13,2010-11-03
mp_LuljetaShehu,Luljeta Shehu,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_LulzimZeneli,Lulzim Zeneli,Grupi i LDD-së,,2007-12-13,2010-11-03
mp_LutfiHaziri,Lutfi Haziri,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_LutfiZharku,Lutfi Zharku,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_MahirYağcılar,Mahir Yağcılar,Grupi 7+,,2007-12-13,2010-11-03
mp_MarkKrasniqi,Mark Krasniqi,Grupi i LDD-së,,2007-12-13,2010-11-03
mp_MelihateTërmkolli,Melihate Tërmkolli,Grupi i AAK-së,,2007-12-13,2010-11-03
mp_MihailoÆepanoviæ,Mihailo æepanoviæ,Grupi për Integrim,,2007-12-13,2010-11-03
mp_MimozaAhmetaj,Mimoza Ahmetaj,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_MurseljHalili,Murselj Halili,Grupi i SLS-së,,2007-12-13,2010-11-03
mp_MyrvetePantina,Myrvete Pantina,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_MyzejeneSelmani,Myzejene Selmani,Grupi i AKR-së,,2007-12-13,2010-11-03
mp_MüferaŞinik,Müfera Şinik,Grupi 7+,,2007-12-13,2010-11-03
mp_NaimMaloku,Naim Maloku,Grupi i AAK-së,,2007-12-13,2010-11-03
mp_NaimRrustemi,Naim Rrustemi,Pa Grup,,2007-12-13,2010-11-03
mp_NaitHasani,Nait Hasani,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_NaserOsmani,Naser Osmani,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_NaserRugova,Naser Rugova,Grupi i LDD-së,,2007-12-13,2010-11-03
mp_NekibeKelmendi,Nekibe Kelmendi,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_NerxhivaneDauti,Nerxhivane Dauti,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_NexhatDaci,Nexhat Daci,Grupi i LDD-së,,2007-12-13,2010-11-03
mp_NjomzaEmini,Njomza Emini,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_NumanBalić,Numan Balić,Grupi për Integrim,,2007-12-13,2010-11-03
mp_NurishaheHulaj,Nurishahe Hulaj,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_PetarMiletić,Petar Miletić,Grupi i SLS-së,,2007-12-13,2010-11-03
mp_QamileMorina,Qamile Morina,Grupi i LDD-së,,2007-12-13,2010-11-03
mp_RadmilaVujović,Radmila Vujović,Grupi i SLS-së,,2007-12-13,2010-11-03
mp_RamadanAvdiu,Ramadan Avdiu,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_RamadanGashi,Ramadan Gashi,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_RamëBuja,Ramë Buja,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_RamëManaj,Ramë Manaj,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_RexhepHoti,Rexhep Hoti,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_RitaHajzeraj,Rita Hajzeraj,Grupi i AKR-së,,2007-12-13,2010-11-03
mp_RizaSmaka,Riza Smaka,Grupi i AKR-së,,2007-12-13,2010-11-03
mp_RrustemMustafa,Rrustem Mustafa,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_SabriHamiti,Sabri Hamiti,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_SadikIdrizi,Sadik Idrizi,Grupi 7+,,2007-12-13,2010-11-03
mp_SafeteHadergjonaj,Safete Hadergjonaj,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_SalaBerishaShala,Sala Berisha- Shala,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_SanijeAliaj,Sanije Aliaj,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_SelvieHalimi,Selvie Halimi,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_ShkumbinDemaliaj,Shkumbin Demaliaj,Grupi i AAK-së,,2007-12-13,2010-11-03
mp_SkenderHyseni,Skender Hyseni,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_SlaviAPetković,Slavia Petković,Pa Grup,,2007-12-13,2010-11-03
mp_SlobodanPetrović,Slobodan Petrović,Grupi i SLS-së,,2007-12-13,2010-11-03
mp_SuzanNovobrdaliu,Suzan Novobrdaliu,Grupi i AKR-së,,2007-12-13,2010-11-03
mp_SynavereRysha,Synavere Rysha,Grupi i LDD-së,,2007-12-13,2010-11-03
mp_TeutaHadri,Teuta Hadri,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_VeziraEmru,Vezira Emru,Grupi për Integrim,,2007-12-13,2010-11-03
mp_VladimirTodorović,Vladimir Todorović,Grupi për Integrim,,2007-12-13,2010-11-03
mp_VloraÇitaku,Vlora Çitaku,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_XhavitHaliti,Xhavit Haliti,Grupi i PDK-së,,2007-12-13,2010-11-03
mp_XhevdetNeziraj,Xhevdet Neziraj,Grupi i AAK-së,,2007-12-13,2010-11-03
mp_ZafirBerisha,Zafir Berisha,Pa Grup,,2007-12-13,2010-11-03
mp_ZefMorina,Zef Morina,Grupi i LDK-së,,2007-12-13,2010-11-03
mp_ZylfiMerxha,Zylfi Merxha,Grupi 7+,,2007-12-13,2010-11-03
mp_ZylfijeHundozi,Zylfije Hundozi,Grupi i AAK-së,,2007-12-13,2010-11-03
mp_PresaMurati,presa Murati,Grupi 7+,,2007-12-13,2010-11-03
