id,name,group,area,chamber,start_date,end_date
mp_AdemGrabovci,Adem Grabovci,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_AfrimHoti,Afrim Hoti,Grupi i Vetëvendosjes,,Kuvendit,2010-12-12,2014-05-07
mp_AfrimKasolli,Afrim Kasolli,Grupi i Vetëvendosjes,,Kuvendit,2010-12-12,2014-05-07
mp_AfërditaBerishaShaqiri,Afërdita Berisha-Shaqiri,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_AgimKuleta,Agim Kuleta,PG,,Kuvendit,2010-12-12,2014-05-07
mp_AhmetIsufi,Ahmet Isufi,AAK,,Kuvendit,2010-12-12,2014-05-07
mp_AlbanaFetoshi,Albana Fetoshi,Grupi i Vetëvendosjes,,Kuvendit,2010-12-12,2014-05-07
mp_AlbanaGashi,Albana Gashi,Grupi i Vetëvendosjes,,Kuvendit,2010-12-12,2014-05-07
mp_AlbertKinolli,Albert Kinolli,Grupi 6+,,Kuvendit,2010-12-12,2014-05-07
mp_AlbinKurti,Albin Kurti,Grupi i Vetëvendosjes,,Kuvendit,2010-12-12,2014-05-07
mp_AlbulenaHaxhiu,Albulena Haxhiu,Grupi i Vetëvendosjes,,Kuvendit,2010-12-12,2014-05-07
mp_AliSadriu,Ali Sadriu,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_AlmaLama,Alma Lama,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_AmirAhmeti,Amir Ahmeti,PG,,Kuvendit,2010-12-12,2014-05-07
mp_AntonQuni,Anton Quni,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_ArbenGashi,Arben Gashi,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_ArdianGjini,Ardian Gjini,AAK,,Kuvendit,2010-12-12,2014-05-07
mp_ArmendZemaj,Armend Zemaj,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_ArsimBajrami,Arsim Bajrami,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_AuroraBakalli,Aurora Bakalli,PG,,Kuvendit,2010-12-12,2014-05-07
mp_AzemSyla,Azem Syla,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_BahriThaçi,Bahri Thaçi,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_BaliMuharremaj,Bali Muharremaj,AAK,,Kuvendit,2010-12-12,2014-05-07
mp_BeharSelimi,Behar Selimi,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_BekimHaxhiu,Bekim Haxhiu,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_BeratBushala,Berat Bushala,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_BiserkaKostiæ,Biserka Kostiæ,PG,,Kuvendit,2010-12-12,2014-05-07
mp_BlerimShala,Blerim Shala,AAK,,Kuvendit,2010-12-12,2014-05-07
mp_BlertaDeliuKodra,Blerta Deliu-Kodra,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_BobanTodoroviæ,Boban Todoroviæ,PG,,Kuvendit,2010-12-12,2014-05-07
mp_BurimRamadani,Burim Ramadani,AAK,,Kuvendit,2010-12-12,2014-05-07
mp_DanushAdemi,Danush Ademi,KKR,,Kuvendit,2010-12-12,2014-05-07
mp_DautHaradinaj,Daut Haradinaj,AAK,,Kuvendit,2010-12-12,2014-05-07
mp_DonikaKadajBujupi,Donika Kadaj Bujupi,AAK,,Kuvendit,2010-12-12,2014-05-07
mp_DudaBalje,Duda Balje,Grupi 6+,,Kuvendit,2010-12-12,2014-05-07
mp_ElmiReçica,Elmi Reçica,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_EmilijaRedEpi,Emilija Redepi,KKR,,Kuvendit,2010-12-12,2014-05-07
mp_EminGërbeshi,Emin Gërbeshi,Grupi i Vetëvendosjes,,Kuvendit,2010-12-12,2014-05-07
mp_EnisKervan,Enis Kervan,Grupi 6+,,Kuvendit,2010-12-12,2014-05-07
mp_EqremKryeziu,Eqrem Kryeziu,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_EtemArifi,Etem Arifi,SLS,,Kuvendit,2010-12-12,2014-05-07
mp_FadilDemaku,Fadil Demaku,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_FatmirLimaj,Fatmir Limaj,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_FatmirXhelili,Fatmir Xhelili,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_FatonTopalli,Faton Topalli,Grupi i Vetëvendosjes,,Kuvendit,2010-12-12,2014-05-07
mp_FikrimDamka,Fikrim Damka,Grupi 6+,,Kuvendit,2010-12-12,2014-05-07
mp_FloraBrovina,Flora Brovina,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_FlorinKrasniqi,Florin Krasniqi,Grupi i Vetëvendosjes,,Kuvendit,2010-12-12,2014-05-07
mp_GanimeteMusliu,Ganimete Musliu,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_GlaukKonjufca,Glauk Konjufca,Grupi i Vetëvendosjes,,Kuvendit,2010-12-12,2014-05-07
mp_GoranMarinkoviæ,Goran Marinkoviæ,PG,,Kuvendit,2010-12-12,2014-05-07
mp_GëzimKelmendi,Gëzim Kelmendi,KKR,,Kuvendit,2010-12-12,2014-05-07
mp_HakiDemolli,Haki Demolli,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_HalitKrasniqi,Halit Krasniqi,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_HamzaBalje,Hamza Balje,SLS,,Kuvendit,2010-12-12,2014-05-07
mp_HashimDeshishku,Hashim Deshishku,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_HasimeKrasniqi,Hasime Krasniqi,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_HatimBaxhaku,Hatim Baxhaku,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_HaxhiShala,Haxhi Shala,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_HydajetHyseni,Hydajet Hyseni,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_HykmeteBajrami,Hykmete Bajrami,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_IsmetBeqiri,Ismet Beqiri,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_JakupKrasniqi,Jakup Krasniqi,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_JasminaIvkoviæ,Jasmina ivkoviæ,SLS,,Kuvendit,2010-12-12,2014-05-07
mp_JelenaBontiæ,Jelena Bontiæ,SLS,,Kuvendit,2010-12-12,2014-05-07
mp_JetonSvirca,Jeton  Svirca,KKR,,Kuvendit,2010-12-12,2014-05-07
mp_JustinaShirokaPula,Justina Shiroka-Pula,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_KimeteBytyçi,Kimete Bytyçi,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_KurtanKajtazi,Kurtan Kajtazi,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_KymeteBajraktari,Kymete Bajraktari,AAK,,Kuvendit,2010-12-12,2014-05-07
mp_LatifGashi,Latif Gashi,PDK,,Kuvendit,2010-12-12,2014-05-07
mp_LirijeKajtazi,Lirije Kajtazi,LDK,,Kuvendit,2010-12-12,2014-05-07
mp_LumnijeMorina,Lumnije Morina,Grupi i Vetëvendosjes,,Kuvendit,2010-12-12,2014-05-07
mp_LutfiZharku,Lutfi Zharku,LDK,,Kuvendit,2010-12-12,2014-05-07
