id,name,email,twitter,group,area,chamber,start_date,end_date
1,AKOGHET Gisèle,,,PDG,"",Assemblée nationale,2012,""
2,ANGANGOU Estelle Flore,,,PDG,"",Assemblée nationale,2012,""
3,ANGARA Alphonse,,,PDG,"",Assemblée nationale,2012,""
4,ANGO NDOUTOUME François,,,PDG,"",Assemblée nationale,2012,""
5,ANGOUE Samuel,,,PDG,"",Assemblée nationale,2012,""
6,ANGWE ABOUGHE André,,,PDG,"",Assemblée nationale,2012,""
7,AZIZET Berthe,,,PDG,"",Assemblée nationale,2012,""
8,BAL’ABONDHOUME Irène Farelle épse KOUNDE,,,PDG,"",Assemblée nationale,2012,""
9,BARRO CHAMBRIER Hugues Alexandre,,,PDG,"",Assemblée nationale,2012,""
10,BAYOGHA NEMBE Célestin,,,PDG,"",Assemblée nationale,2012,""
11,BERRE André Dieudonné,,,PDG,"",Assemblée nationale,2012,""
12,BIE EYENE Paul,,,PDG,"",Assemblée nationale,2012,""
13,BINET Modeste,,,PDG,"",Assemblée nationale,2012,""
14,BIYOGHE BI MBA Paul,,,PDG,"",Assemblée nationale,2012,""
15,BIYOGHE BI-NZUE Nicaise,,,PDG,"",Assemblée nationale,2012,""
16,BOUKILA Jean Pierre,,,PDG,"",Assemblée nationale,2012,""
17,BOUKOUBI Faustin,,,PDG,"",Assemblée nationale,2012,""
18,BOUNGOUERES Alain Simplice,,,PDG,"",Assemblée nationale,2012,""
19,BOUTAMBA MBINA Alexis,,,PDG,"",Assemblée nationale,2012,""
20,DOUPAMBY MATOKA Marcel,,,PDG,"",Assemblée nationale,2012,""
21,EDZEBA-BICKE Steve Thierry,,,PDG,"",Assemblée nationale,2012,""
22,ELLA MENIE Vincent de Paul,,,PDG,"",Assemblée nationale,2012,""
23,ESSIE EMANE Paul,,,PDG,"",Assemblée nationale,2012,""
24,EYAMBA TSIMAT Maurice Nestor,,,PDG,"",Assemblée nationale,2012,""
25,GONDJOUT Vincent de Paul,,,PDG,"",Assemblée nationale,2012,""
26,IDOUNDOU Emmanuel,,,PDG,"",Assemblée nationale,2012,""
27,IGNOUMBA Jonathan,,,PDG,"",Assemblée nationale,2012,""
