id,name,email,twitter,group,area,chamber,start_date,end_date
884b3319-1bfa-4588-b5d8-1e3df6ae02a3,IBRAHIM DJIBO,,,181,,Assemblée nationale,2011-10-06,""
5e87406e-7f27-4d96-8df4-fffebb7a1c50,IBRAHIM FOUKORI,,,182,,Assemblée nationale,2011-10-06,""
4ce1f339-88de-4210-b548-47ba5fd76777,IBRAHIMA SOULEYMANE,,,181,,Assemblée nationale,2011-10-06,""
fe2e6ffc-6a1c-44b0-a896-567d28393086,IDRISSA MAIDAGI,,,181,,Assemblée nationale,2011-10-06,""
c3f4fbe8-01a8-4079-89bd-1679abc6cf56,ILLA KANE,,,181,,Assemblée nationale,2011-10-06,""
91cfc83d-f837-4836-84eb-3428cda3de24,ILLA OUSMANE,,,178,,Assemblée nationale,2011-10-06,""
f40de5bb-5a48-4792-9ff7-b551493bb7c5,ISSA LEMINE,,,182,,Assemblée nationale,2011-10-06,""
82e13cfd-54db-4058-b81f-ce07951bd634,JADI ADAMOU,,,182,,Assemblée nationale,2011-10-06,""
6a044064-6b34-488f-a06e-1b5d71d746df,JANAIDOU GADO SABO,,,182,,Assemblée nationale,2011-10-06,""
2f24054b-d40c-4bf0-b92a-c970fa9f4c32,KARIMOU BOUREIMA,,,180,,Assemblée nationale,2011-10-06,""
a9deed0f-880f-4b26-bd11-1a1c57d39292,LAMIDO MOUMOUNI HAROUNA,,,182,,Assemblée nationale,2011-10-06,""
40c177dc-a3e7-4451-9168-6bd13015d32f,LAOUAL AMADOU MAIZOUMBOU,,,182,,Assemblée nationale,2011-10-06,""
96f7f7b9-b5e5-4f0b-80a9-bf4e271f1fce,MAHAMAN EL HAD SOULEY,,,179,,Assemblée nationale,2011-10-06,""
11d7367f-1664-4326-9800-a19b03163282,MAHAMAN LAOUALI GONDA,,,178,,Assemblée nationale,2011-10-06,""
e64037e9-d40b-4d6d-8a71-c41b1ee637c7,MAHAMAN MOUSTALA ALI,,,182,,Assemblée nationale,2011-10-06,""
9eee8fd4-a6da-47dd-86b5-0f709c2d963a,MAHAMAN SALISSOU OUMAROU,,,182,,Assemblée nationale,2011-10-06,""
fae5465c-6031-4d96-a63f-028118b506f5,MAHAMAN SANI AMADOU,,,178,,Assemblée nationale,2011-10-06,""
a1595aaf-464c-4cb9-8e1c-6e3c178ff523,MAHAMANE IDRICHI ,,,181,,Assemblée nationale,2011-10-06,""
8fb81f06-1044-4fd4-a5ce-a1b044de7d0c,MAHAMANE SANI AMADOU,,,182,,Assemblée nationale,2011-10-06,""
789fb46e-ba53-4438-af0a-f5ee5aab085b,MAIZAMA GAYA ,,,181,,Assemblée nationale,2011-10-06,""
3d860a53-8fe2-448f-a125-3b748cf400f9,MAMAN NAKORI,,,179,,Assemblée nationale,2011-10-06,""
5a6af144-343b-41ca-b6f9-d8060d197a2a,MAMAN WAZIRI,,,181,,Assemblée nationale,2011-10-06,""
1695c04a-3624-4c09-8e5c-f49e2a7a9f3f,MAMANE CHOUDA,,,181,,Assemblée nationale,2011-10-06,""
2472a661-5a1a-4506-ad6c-7843dee5b458,MAMANE RABIOU MAINA,,,182,,Assemblée nationale,2011-10-06,""
165dc45e-6a3f-4459-8ad5-f5f9e4af99d7,MARIAMA MANZO,,,181,,Assemblée nationale,2011-10-06,""
31b3dc8c-e642-43f2-ba37-89d43fca7dbc,MARIAMA MOUSSA ,,,181,,Assemblée nationale,2011-10-06,""
