id,name,email,twitter,group,area,chamber,start_date,end_date
332669,ABRIGNANI Ignazio,,,Popolo della Libertà,Marche,Chamber of Deputies,2013-03-15,""
161,ADORNATO Ferdinando,,,Area Popolare (NCD-UDC),Sicilia 1,Chamber of Deputies,2013-03-15,""
4876,AGOSTINI Luciano,,,Partito Democratico,Marche,Chamber of Deputies,2013-03-15,""
8364,AGOSTINI Roberta,,,Partito Democratico,Campania 1,Chamber of Deputies,2013-03-15,""
274886,AIELLO Pietro,,,Area Popolare (NCD-UDC),Calabria,Senate,2013-03-15,""
2,ALBERTINI Gabriele,,,Area Popolare (NCD-UDC),Lombardia,Senate,2013-03-15,""
241529,ALBINI Tea,,,Partito Democratico,Toscana,Chamber of Deputies,2013-03-15,""
167,ALFANO Angelino,,,Area Popolare (NCD-UDC),Piemonte 1,Chamber of Deputies,2013-03-15,""
169,ALFANO Gioacchino,,,Area Popolare (NCD-UDC),Campania 1,Chamber of Deputies,2013-03-15,""
332966,ALICATA Bruno,,,Popolo della Libertà,Sicilia,Senate,2013-03-15,""
171,ALLASIA Stefano,,,Lega Nord e autonomie,Piemonte 1,Chamber of Deputies,2013-03-15,""
500293,ALLI Paolo,,,Area Popolare (NCD-UDC),Lombardia 3,Chamber of Deputies,2013-03-15,""
6261,ALTIERI Trifone,,,Popolo della Libertà,Puglia,Chamber of Deputies,2013-03-15,""
1454,AMATI Silvana,,,Partito Democratico,Marche,Senate,2013-03-15,""
629710,AMATO Maria,,,Partito Democratico,Abruzzo,Chamber of Deputies,2013-03-15,""
174,AMICI Sesa,,,Partito Democratico,Lazio 2,Chamber of Deputies,2013-03-15,""
8407,AMIDEI Bartolomeo,,,Popolo della Libertà,Veneto,Senate,2013-03-15,""
175,AMORUSO Francesco Maria,,,Popolo della Libertà,Puglia,Senate,2013-03-15,""
332670,ANGELUCCI Antonio,,,Popolo della Libertà,Lombardia 2,Chamber of Deputies,2013-03-15,""
5146,ANTEZZA Maria,,,Partito Democratico,Basilicata,Chamber of Deputies,2013-03-15,""
274860,ARACRI Francesco,,,Popolo della Libertà,Lazio,Senate,2013-03-15,""
125726,ARGENTIN Ileana,,,Partito Democratico,Lazio 1,Chamber of Deputies,2013-03-15,""
9339,ARRIGONI Paolo,,,Lega Nord e autonomie,Lombardia,Senate,2013-03-15,""
124789,ASTORRE Bruno,,,Partito Democratico,Lazio,Senate,2013-03-15,""
1460,AUGELLO Andrea,,,Area Popolare (NCD-UDC),Lazio,Senate,2013-03-15,""
79566,AURICCHIO Domenico,,,Popolo della Libertà,Campania,Senate,2013-03-15,""
1461,AZZOLLINI Antonio,,,Area Popolare (NCD-UDC),Puglia,Senate,2013-03-15,""
686429,Agostinelli Donatella,,,Movimento 5 stelle,Marche,Chamber of Deputies,2013-03-15,""
277140,Aiello Ferdinando,,,Partito Democratico,Calabria,Chamber of Deputies,2013-03-15,""
685919,Airaudo Giorgio,,,Sinistra ecologia e libertà,Piemonte 1,Chamber of Deputies,2013-03-15,""
685864,Airola Alberto,,,Movimento 5 stelle,Piemonte,Senate,2013-03-15,""
686654,Albanella Luisella,,,Partito Democratico,Sicilia 2,Chamber of Deputies,2013-03-15,""
341191,Albano Donatella,,,Partito Democratico,Liguria,Senate,2013-03-15,""
686381,Alberti Dino,,,Movimento 5 stelle,Lombardia 2,Chamber of Deputies,2013-03-15,""
508028,Alfreider Daniel,,,Gruppo Misto,Trentino-Alto Adige,Chamber of Deputies,2013-03-15,""
685991,Amendola Vincenzo,,,Partito Democratico,Campania 2,Chamber of Deputies,2013-03-15,""
687662,Amoddio Sofia,,,Partito Democratico,Sicilia 2,Chamber of Deputies,2013-03-15,""
687154,Angioni Ignazio,,,Partito Democratico,Sardegna,Senate,2013-03-15,""
687012,Anitori Fabiola,,,Area Popolare (NCD-UDC),Lazio,Senate,2013-03-15,""
686224,Anzaldi Michele,,,Partito Democratico,Emilia-Romagna,Chamber of Deputies,2013-03-15,""
687659,Archi Bruno,,,Popolo della Libertà,Piemonte 2,Chamber of Deputies,2013-03-15,""
