id,name,email,twitter,group,area,chamber,start_date,end_date
873,Adriana Muñoz D'Albora,amunoz,,Partido Por la Democracia,9,National Congress,2010-03-11,2014-03-10
818,Alberto Cardemil Herrera,acardemil,,Renovación Nacional,22,National Congress,2010-03-11,2014-03-10
888,Alberto Robles Pantoja,arobles,,Partido Radical Social Demócrata,6,National Congress,2010-03-11,2014-03-10
933,Aldo Cornejo González,acornejo,,Partido Demócrata Cristiano,13,National Congress,2010-03-11,2014-03-10
897,Alejandra Sepúlveda Orbenes,asepulveda,,Partido Regionalista Independiente,34,National Congress,2010-03-11,2014-03-10
844,Alejandro García-Huidobro Sanfuentes,agarcia,,Unión Demócrata Independiente,32,National Congress,2010-03-11,2014-03-10
952,Alejandro Santana Tirachini,asantana,,Renovación Nacional,58,National Congress,2010-03-11,2014-03-10
824,Alfonso De Urresti Longton,adeurresti,,Partido Socialista,53,National Congress,2010-03-11,2014-03-10
944,Andrea Molina Oliva,amolina,,Unión Demócrata Independiente,10,National Congress,2010-03-11,2014-03-10
955,Arturo Squella Ovalle,asquella,,Unión Demócrata Independiente,12,National Congress,2010-03-11,2014-03-10
855,Carlos Abel Jarpa Wevar,cjarpa,,Partido Radical Social Demócrata,41,National Congress,2010-03-11,2014-03-10
870,Carlos Montes Cisternas,cmontes,,Partido Socialista,26,National Congress,2010-03-11,2014-03-10
887,Carlos Recondo Lavanderos,crecondo,,Unión Demócrata Independiente,56,National Congress,2010-03-11,2014-03-10
962,Carlos Vilches Guzmán,cvilches,,Unión Demócrata Independiente,5,National Congress,2010-03-11,2014-03-10
847,Carolina Goic Boroevic,cgoic,,Partido Demócrata Cristiano,60,National Congress,2010-03-11,2014-03-10
945,Celso Morales Muñoz,cmorales,,Unión Demócrata Independiente,36,National Congress,2010-03-11,2014-03-10
874,Claudia Nogueira Fernández,cnogueira,,Unión Demócrata Independiente,19,National Congress,2010-03-11,2014-03-10
880,Clemira Pacheco Rivas,cpacheco,,Partido Socialista,45,National Congress,2010-03-11,2014-03-10
965,Cristian Letelier Aguilar,cletelier,,Independientes,31,National Congress,2010-03-11,2014-03-10
936,Cristina Girardi Lavín,cgirardi,,Partido Por la Democracia,18,National Congress,2010-03-11,2014-03-10
929,Cristián Campos Jara,ccampos,,Partido Por la Democracia,43,National Congress,2010-03-11,2014-03-10
867,Cristián Monckeberg Bruner,cmonckeberg,,Renovación Nacional,23,National Congress,2010-03-11,2014-03-10
951,David Sandoval Plaza,dsandoval,,Unión Demócrata Independiente,59,National Congress,2010-03-11,2014-03-10
883,Denise Pascal Allende,dpascal,,Partido Socialista,31,National Congress,2010-03-11,2014-03-10
831,Edmundo Eluchans Urenda,eeluchans,,Unión Demócrata Independiente,14,National Congress,2010-03-11,2014-03-10
932,Eduardo Cerda García,ecerda,,Partido Demócrata Cristiano,10,National Congress,2010-03-11,2014-03-10
800,Enrique Accorsi Opazo,eaccorsi,,Partido Por la Democracia,24,National Congress,2010-03-11,2014-03-10
838,Enrique Estay Peñaloza,eestay,,Unión Demócrata Independiente,49,National Congress,2010-03-11,2014-03-10
854,Enrique Jaramillo Becker,ejaramil,,Partido Por la Democracia,54,National Congress,2010-03-11,2014-03-10
959,Enrique Van Rysselberghe Herrera,evr,,Unión Demócrata Independiente,44,National Congress,2010-03-11,2014-03-10
954,Ernesto Silva Méndez,esilva,,Unión Demócrata Independiente,23,National Congress,2010-03-11,2014-03-10
812,Eugenio Bauer Jouanne,ebauer,,Unión Demócrata Independiente,33,National Congress,2010-03-11,2014-03-10
922,Felipe Harboe Bascuñán,fharboe,,Partido Por la Democracia,22,National Congress,2010-03-11,2014-03-10
895,Felipe Salaberry Soto,fsalaberry,,Unión Demócrata Independiente,25,National Congress,2010-03-11,2014-03-10
919,Felipe Ward Edwards,fw120,,Unión Demócrata Independiente,3,National Congress,2010-03-11,2014-03-10
866,Fernando Meza Moncada,fmeza,,Partido Radical Social Demócrata,52,National Congress,2010-03-11,2014-03-10
837,Fidel Espinoza Sandoval,fespinoza,,Partido Socialista,56,National Congress,2010-03-11,2014-03-10
953,Frank Sauerbaum Muñoz,fs,,Renovación Nacional,42,National Congress,2010-03-11,2014-03-10
934,Fuad Chahin Valenzuela,fchahin,,Partido Demócrata Cristiano,49,National Congress,2010-03-11,2014-03-10
810,Gabriel Ascencio Mansilla,ascencio,,Partido Demócrata Cristiano,58,National Congress,2010-03-11,2014-03-10
898,Gabriel Silber Romo,gsilber,,Partido Demócrata Cristiano,16,National Congress,2010-03-11,2014-03-10
948,Gaspar Rivas Sánchez,grivas,,Renovación Nacional,11,National Congress,2010-03-11,2014-03-10
917,Gastón Von Mühlenbrock Zamora,gvonmuhlenbrock,,Unión Demócrata Independiente,54,National Congress,2010-03-11,2014-03-10
813,Germán Becker Alvear,gbecker,,Renovación Nacional,50,National Congress,2010-03-11,2014-03-10
915,Germán Verdugo Soto,gverdugo,,Renovación Nacional,37,National Congress,2010-03-11,2014-03-10
928,Giovanni Calderón Bassi,gcalderon,,Unión Demócrata Independiente,6,National Congress,2010-03-11,2014-03-10
809,Gonzalo Arenas Hödar,garenas,,Unión Demócrata Independiente,48,National Congress,2010-03-11,2014-03-10
907,Gonzalo Uriarte Herrera,guriarte,,Unión Demócrata Independiente,31,National Congress,2010-03-11,2014-03-10
819,Guillermo Ceroni Fuentes,gceroni,,Partido Por la Democracia,40,National Congress,2010-03-11,2014-03-10
956,Guillermo Teillier Del Valle,gteillier,,Partido Comunista,28,National Congress,2010-03-11,2014-03-10
939,Gustavo Hasbún Selume,ghasbun,,Unión Demócrata Independiente,26,National Congress,2010-03-11,2014-03-10
937,Hugo Gutiérrez Gálvez,hgutierrez,,Partido Comunista,2,National Congress,2010-03-11,2014-03-10
908,Ignacio Urrutia Bonilla,iurrutia,,Unión Demócrata Independiente,40,National Congress,2010-03-11,2014-03-10
967,Issa Kort Garriga,ikort,,Unión Demócrata Independiente,32,National Congress,2010-03-11,2014-03-10
871,Iván Moreira Barros,imoreira,,Unión Demócrata Independiente,27,National Congress,2010-03-11,2014-03-10
875,Iván Norambuena Farías,inorambuena,,Unión Demócrata Independiente,46,National Congress,2010-03-11,2014-03-10
850,Javier Hernández Hernández,jhernandez,,Unión Demócrata Independiente,55,National Congress,2010-03-11,2014-03-10
942,Javier Macaya Danús,jmacaya,,Unión Demócrata Independiente,34,National Congress,2010-03-11,2014-03-10
846,Joaquín Godoy Ibáñez,jgodoy,,Renovación Nacional,13,National Congress,2010-03-11,2014-03-10
958,Joaquín Tuma Zedan,jtuma,,Partido Por la Democracia,51,National Congress,2010-03-11,2014-03-10
966,Joel Rosales Guzmán,jrosales,,Unión Demócrata Independiente,47,National Congress,2010-03-11,2014-03-10
816,Jorge Burgos Varela,jburgos,,Partido Demócrata Cristiano,21,National Congress,2010-03-11,2014-03-10
893,Jorge Sabag Villalobos,jsabag,,Partido Demócrata Cristiano,42,National Congress,2010-03-11,2014-03-10
902,Jorge Tarud Daccarett,jtarud,,Partido Por la Democracia,39,National Congress,2010-03-11,2014-03-10
906,Jorge Ulloa Aguillón,julloa,,Unión Demócrata Independiente,43,National Congress,2010-03-11,2014-03-10
857,José Antonio Kast Rist,jkast,,Unión Demócrata Independiente,30,National Congress,2010-03-11,2014-03-10
935,José Manuel Edwards Silva,jmedwards,,Renovación Nacional,51,National Congress,2010-03-11,2014-03-10
879,José Miguel Ortiz Novoa,jmortiz,,Partido Demócrata Cristiano,44,National Congress,2010-03-11,2014-03-10
885,José Pérez Arriagada,jperez,,Partido Radical Social Demócrata,47,National Congress,2010-03-11,2014-03-10
858,Juan Carlos Latorre Carmona,jclatorre,,Partido Demócrata Cristiano,35,National Congress,2010-03-11,2014-03-10
861,Juan Lobos Krause,jlobos,,Unión Demócrata Independiente,47,National Congress,2010-03-11,2014-03-10
931,Juan Luis Castro González,jlcastro,,Partido Socialista,32,National Congress,2010-03-11,2014-03-10
891,Karla Rubilar Barahona,krubilar,,Renovación Nacional,17,National Congress,2010-03-11,2014-03-10
930,Lautaro Carmona Soto,lcarmona,,Partido Comunista,5,National Congress,2010-03-11,2014-03-10
946,Leopoldo Pérez Lahsen,lperezl,,Renovación Nacional,29,National Congress,2010-03-11,2014-03-10
941,Luis Lemus Aracena,llemus,,Partido Socialista,9,National Congress,2010-03-11,2014-03-10
869,Manuel Monsalve Benavides,mmonsalve,,Partido Socialista,46,National Congress,2010-03-11,2014-03-10
889,Manuel Rojas Molina,mrojas,,Unión Demócrata Independiente,4,National Congress,2010-03-11,2014-03-10
949,Marcela Sabat Fernández,msabat,,Renovación Nacional,21,National Congress,2010-03-11,2014-03-10
827,Marcelo Díaz Díaz,mdiaz,,Partido Socialista,7,National Congress,2010-03-11,2014-03-10
920,Marcelo Schilling Rodríguez,schilling,,Partido Socialista,12,National Congress,2010-03-11,2014-03-10
876,Marco Antonio Núñez Lozano,mnunez,,Partido Por la Democracia,11,National Congress,2010-03-11,2014-03-10
836,Marcos Espinosa Monardes,mespinosa,,Partido Radical Social Demócrata,3,National Congress,2010-03-11,2014-03-10
814,Mario Bertolino Rendic,mbertoli,,Renovación Nacional,7,National Congress,2010-03-11,2014-03-10
913,Mario Venegas Cárdenas,mvenegas,,Partido Demócrata Cristiano,48,National Congress,2010-03-11,2014-03-10
905,Marisol Turres Figueroa,mturres,,Unión Demócrata Independiente,57,National Congress,2010-03-11,2014-03-10
853,Marta Isasi Barbieri,misasi,,Independientes,2,National Congress,2010-03-11,2014-03-10
822,María Angélica Cristi Marfil,macristi,,Unión Demócrata Independiente,24,National Congress,2010-03-11,2014-03-10
892,María Antonieta Saa Díaz,masaa,,Partido Por la Democracia,17,National Congress,2010-03-11,2014-03-10
940,María José Hoffmann Opazo,mjhoffmann,,Unión Demócrata Independiente,15,National Congress,2010-03-11,2014-03-10
963,Matías Walker Prieto,mwalker,,Partido Demócrata Cristiano,8,National Congress,2010-03-11,2014-03-10
943,Miodrag Marinovic Solo de Zaldívar,mmarinovic,,Independientes,60,National Congress,2010-03-11,2014-03-10
964,Mónica Zalaquett Said,mzalaquett,,Unión Demócrata Independiente,20,National Congress,2010-03-11,2014-03-10
868,Nicolás Monckeberg Díaz,nmonckeberg,,Renovación Nacional,18,National Congress,2010-03-11,2014-03-10
926,Nino Baltolu Rasera,nbaltolu,,Unión Demócrata Independiente,1,National Congress,2010-03-11,2014-03-10
960,Orlando Vargas Pizarro,ovargas,,Partido Por la Democracia,1,National Congress,2010-03-11,2014-03-10
924,Osvaldo Andrade Lara,oandrade,,Partido Socialista,29,National Congress,2010-03-11,2014-03-10
862,Pablo Lorenzini Basso,plorenzi,,Partido Demócrata Cristiano,38,National Congress,2010-03-11,2014-03-10
849,Patricio Hales Dib,phales,,Partido Por la Democracia,19,National Congress,2010-03-11,2014-03-10
865,Patricio Melero Abaroa,pmelero,,Unión Demócrata Independiente,16,National Congress,2010-03-11,2014-03-10
911,Patricio Vallespín López,pvallespin,,Partido Demócrata Cristiano,57,National Congress,2010-03-11,2014-03-10
808,Pedro Araya Guerrero,paraya,,Partido Regionalista Independiente,4,National Congress,2010-03-11,2014-03-10
927,Pedro Browne Urrejola,pbrowne,,Renovación Nacional,28,National Congress,2010-03-11,2014-03-10
923,Pedro Pablo Alvarez-Salamanca Ramírez,palvarez-salamanca,,Unión Demócrata Independiente,38,National Congress,2010-03-11,2014-03-10
961,Pedro Velásquez Seguel,pvelasquez,,Independientes,8,National Congress,2010-03-11,2014-03-10
925,Pepe Auth Stewart,pepeauth,,Partido Por la Democracia,20,National Congress,2010-03-11,2014-03-10
811,Ramón Barros Montero,jbarros,,Unión Demócrata Independiente,35,National Congress,2010-03-11,2014-03-10
839,Ramón Farías Ponce,rfarias,,Partido Por la Democracia,30,National Congress,2010-03-11,2014-03-10
803,René Alinco Bustos,ralinco,,Independientes,59,National Congress,2010-03-11,2014-03-10
843,René Manuel García García,rmgarcia,,Renovación Nacional,52,National Congress,2010-03-11,2014-03-10
950,René Saffirio Espinoza,rsaffirio,,Partido Demócrata Cristiano,50,National Congress,2010-03-11,2014-03-10
947,Ricardo Rincón González,rrincon,,Partido Demócrata Cristiano,33,National Congress,2010-03-11,2014-03-10
