id,name,group,area,chamber,start_date,end_date
1086,Ahvenjärvi Sauli,Christian Democrats,Satakunnan,Eduskunta,2011-04-20,""
914,Alanko-Kahiluoto Outi,Green Party,Helsingin,Eduskunta,2011-04-20,""
786,Alatalo Mikko,Finnish Centre Party,Pirkanmaan,Eduskunta,2011-04-20,""
127,Anttila Sirkka-Liisa,Finnish Centre Party,Hämeen,Eduskunta,2011-04-20,""
917,Arhinmäki Paavo,Left Alliance,Helsingin,Eduskunta,2011-04-20,""
1089,Autto Heikki,National Coalition Party,Lapin,Eduskunta,2011-04-20,""
133,Backman Jouni,Social Democrats,Etelä-Savon,Eduskunta,2011-04-20,""
923,Blomqvist Thomas,Swedish Parliamentary Group,Uudenmaan,Eduskunta,2011-04-20,""
448,Brax Tuija,Green Party,Uudenmaan,Eduskunta,2011-04-20,""
109,Donner Jörn,Swedish Parliamentary Group,Helsingin,Eduskunta,2013-09-05,""
1093,Eerola Juho,The Finns Party,Kymen,Eduskunta,2011-04-20,""
1094,Eestilä Markku,National Coalition Party,Pohjois-Savon,Eduskunta,2011-04-20,""
1096,Elomaa Ritva,The Finns Party,Varsinais-Suomen,Eduskunta,2011-04-20,""
1099,Eloranta Eeva-Johanna,Social Democrats,Varsinais-Suomen,Eduskunta,2011-04-20,""
931,Feldt-Ranta Maarit,Social Democrats,Uudenmaan,Eduskunta,2011-04-20,""
451,Filatov Tarja,Social Democrats,Hämeen,Eduskunta,2011-04-20,""
623,Gestrin Christina,Swedish Parliamentary Group,Uudenmaan,Eduskunta,2011-04-20,""
1100,Grahn-Laasonen Sanni,National Coalition Party,Hämeen,Eduskunta,2011-04-20,""
116,Gustafsson Jukka,Social Democrats,Pirkanmaan,Eduskunta,2011-04-20,""
926,Guzenina Maria,Social Democrats,Uudenmaan,Eduskunta,2011-04-20,""
1103,Gästgivars Lars Erik,Swedish Parliamentary Group,Vaasan,Eduskunta,2011-04-20,""
1104,Haapanen Satu,Green Party,Oulun,Eduskunta,2011-04-20,""
118,Haavisto Pekka,Green Party,Helsingin,Eduskunta,2011-04-20,""
1107,Hakkarainen Teuvo,The Finns Party,Keski-Suomen,Eduskunta,2011-04-20,""
1109,Halla-aho Jussi,The Finns Party,Helsingin,Eduskunta,2011-04-20,2014-06-30
562,Harkimo Leena,National Coalition Party,Uudenmaan,Eduskunta,2011-04-20,""
805,Hautala Lasse,Finnish Centre Party,Vaasan,Eduskunta,2011-04-20,""
1115,Heikkilä Lauri,The Finns Party,Varsinais-Suomen,Eduskunta,2011-04-20,""
967,Heinonen Timo,National Coalition Party,Hämeen,Eduskunta,2011-04-20,""
768,Heinäluoma Eero,Social Democrats,Helsingin,Eduskunta,2011-04-20,""
563,Hemmilä Pertti,National Coalition Party,Varsinais-Suomen,Eduskunta,2011-04-20,""
941,Henriksson Anna-Maja,Swedish Parliamentary Group,Vaasan,Eduskunta,2011-04-20,""
564,Hiltunen Rakel,Social Democrats,Helsingin,Eduskunta,2011-04-20,""
1117,Hirvisaari James,The Finns Party,Hämeen,Eduskunta,2011-04-20,2013-10-08
1117,Hirvisaari James,Change 2011,Hämeen,Eduskunta,2013-10-09,""
630,Holmlund Anne,National Coalition Party,Satakunnan,Eduskunta,2011-04-20,""
1119,Hongisto Reijo,The Finns Party,Vaasan,Eduskunta,2011-04-20,""
565,Huovinen Susanna,Social Democrats,Keski-Suomen,Eduskunta,2011-04-20,""
566,Häkämies Jyri,National Coalition Party,Kymen,Eduskunta,2011-04-20,2012-11-16
1276,Hänninen Katja,Left Alliance,Oulun,Eduskunta,2014-07-04,""
