id,name,group,area,chamber,start_date,end_date
103,Ahde Matti,Social Democrats,Oulun,Eduskunta,1979-03-24,1983-03-25
112,Elo Mikko,Social Democrats,Satakunnan,Eduskunta,1979-03-24,1983-03-25
122,Halonen Tarja,Social Democrats,Helsingin,Eduskunta,1979-03-24,1983-03-25
430,Ihamäki Timo,National Coalition Party,Mikkelin,Eduskunta,1979-03-24,1983-03-25
147,Jaakonsaari Liisa,Social Democrats,Oulun,Eduskunta,1979-03-24,1983-03-25
910615,Joutsenlahti Anssi,The Finns Party,Satakunnan,Eduskunta,1979-03-24,1983-03-25
157,Juhantalo Kauko,Finnish Centre Party,Satakunnan,Eduskunta,1979-03-24,1983-03-25
170,Kanerva Ilkka,National Coalition Party,Varsinais-Suomen,Eduskunta,1979-03-24,1983-03-25
444,Kuoppa Mikko,Left Alliance,Pirkanmaan,Eduskunta,1979-03-24,1983-03-25
212,Pekkarinen Mauri,Finnish Centre Party,Keski-Suomen,Eduskunta,1979-03-24,1983-03-25
259,Salolainen Pertti,National Coalition Party,Helsingin,Eduskunta,1979-03-24,1983-03-25
267,Skinnari Jouko,Social Democrats,Hämeen,Eduskunta,1980-09-26,1983-03-25
272,Stenius-Kaukonen Marjatta,Left Alliance,Pirkanmaan,Eduskunta,1979-03-24,1983-03-25
311,Söderman Jacob,Social Democrats,Helsingin,Eduskunta,1979-03-24,1982-06-30
278,Tennilä Esko-Juhani,Left Alliance,Lapin,Eduskunta,1979-03-24,1983-03-25
297,Urpilainen Kari,Social Democrats,Vaasan,Eduskunta,1983-02-11,1983-03-25
300,Väyrynen Paavo,Finnish Centre Party,Lapin,Eduskunta,1979-03-24,1983-03-25
301,Zyskowicz Ben,National Coalition Party,Helsingin,Eduskunta,1979-03-24,1983-03-25
