id,name,group,area,chamber,start_date,end_date
104,Aho Esko,Finnish Centre Party,Helsingin,Eduskunta,1999-03-24,2003-03-18
557,Aho Hannu,Finnish Centre Party,Vaasan,Eduskunta,1999-03-24,2003-03-18
107,Aittoniemi Sulo,Finnish Centre Party,Pirkanmaan,Eduskunta,1999-03-24,1999-04-20
107,Aittoniemi Sulo,Alkiolainen keskustaryhmä,Pirkanmaan,Eduskunta,1999-04-21,2003-03-18
558,Akaan-Penttilä Eero,National Coalition Party,Uudenmaan,Eduskunta,1999-03-24,2003-03-18
392,Ala-Nissilä Olavi,Finnish Centre Party,Varsinais-Suomen,Eduskunta,1999-03-24,2003-03-18
446,Andersson Janina,Green Party,Varsinais-Suomen,Eduskunta,1999-03-24,2003-03-18
127,Anttila Sirkka-Liisa,Finnish Centre Party,Hämeen,Eduskunta,1999-03-24,2003-03-18
404,Anttila Ulla,Green Party,Uudenmaan,Eduskunta,1999-03-24,2003-03-18
129,Antvuori Pirjo-Riitta,National Coalition Party,Helsingin,Eduskunta,1999-03-24,2003-03-18
380,Aula Maria Kaisa,Finnish Centre Party,Lapin,Eduskunta,1999-03-24,2003-03-18
133,Backman Jouni,Social Democrats,Etelä-Savon,Eduskunta,1999-03-24,2003-03-18
351,Biaudet Eva,Swedish Parliamentary Group,Helsingin,Eduskunta,1999-03-24,2003-03-18
448,Brax Tuija,Green Party,Uudenmaan,Eduskunta,1999-03-24,2003-03-18
449,Bremer Klaus,Swedish Parliamentary Group,Helsingin,Eduskunta,1999-03-24,2003-03-18
110,Dromberg Kaarina,National Coalition Party,Uudenmaan,Eduskunta,1999-03-24,2003-03-18
112,Elo Mikko,Social Democrats,Satakunnan,Eduskunta,1999-03-24,2003-03-18
393,Enestam Jan-Erik,Swedish Parliamentary Group,Varsinais-Suomen,Eduskunta,1999-03-24,2003-03-18
559,Erlund Rainer,Swedish Parliamentary Group,Uudenmaan,Eduskunta,1999-03-24,1999-08-09
559,Erlund Rainer,Erlund,Uudenmaan,Eduskunta,1999-08-10,2000-04-16
451,Filatov Tarja,Social Democrats,Hämeen,Eduskunta,1999-03-24,2003-03-18
560,Forsius Merikukka,Green Party,Uudenmaan,Eduskunta,1999-03-24,2003-03-18
623,Gestrin Christina,Swedish Parliamentary Group,Uudenmaan,Eduskunta,2000-04-26,2003-03-18
561,Granvik Nils-Anders,Swedish Parliamentary Group,Vaasan,Eduskunta,1999-03-24,2003-03-18
116,Gustafsson Jukka,Social Democrats,Pirkanmaan,Eduskunta,1999-03-24,2003-03-18
538,Haatainen Tuula,Social Democrats,Helsingin,Eduskunta,1999-03-24,2003-03-18
122,Halonen Tarja,Social Democrats,Helsingin,Eduskunta,1999-03-24,2000-02-29
562,Harkimo Leena,National Coalition Party,Uudenmaan,Eduskunta,1999-03-24,2003-03-18
363,Hassi Satu,Green Party,Pirkanmaan,Eduskunta,1999-03-24,2003-03-18
420,Heinonen Olli-Pekka,National Coalition Party,Satakunnan,Eduskunta,1999-03-24,2002-01-31
452,Hellberg Klaus,Social Democrats,Uudenmaan,Eduskunta,1999-03-24,2003-03-18
125,Helle Esko,Left Alliance,Hämeen,Eduskunta,1999-03-24,2003-03-18
563,Hemmilä Pertti,National Coalition Party,Varsinais-Suomen,Eduskunta,1999-03-24,2003-03-18
401,Hiltunen Leea,Christian Democrats,Satakunnan,Eduskunta,1999-03-24,2003-03-18
564,Hiltunen Rakel,Social Democrats,Helsingin,Eduskunta,1999-03-24,2003-03-18
630,Holmlund Anne,National Coalition Party,Satakunnan,Eduskunta,2002-02-04,2003-03-18
453,Huotari Anne,Left Alliance,Oulun,Eduskunta,1999-03-24,2003-03-18
565,Huovinen Susanna,Social Democrats,Keski-Suomen,Eduskunta,1999-03-24,2003-03-18
137,Huuhtanen Jorma,Finnish Centre Party,Kuopion,Eduskunta,1999-03-24,2000-09-30
553,Huutola Matti,Left Alliance,Lapin,Eduskunta,1999-03-24,2003-03-18
455,Hyssälä Liisa,Finnish Centre Party,Varsinais-Suomen,Eduskunta,1999-03-24,2003-03-18
566,Häkämies Jyri,National Coalition Party,Kymen,Eduskunta,1999-03-24,2003-03-18
430,Ihamäki Timo,National Coalition Party,Mikkelin,Eduskunta,1999-03-24,2003-03-18
456,Immonen Mikko,Left Alliance,Varsinais-Suomen,Eduskunta,1999-03-24,2003-03-18
145,Isohookana-Asunmaa Tytti,Finnish Centre Party,Oulun,Eduskunta,1999-03-24,2003-03-18
457,Itälä Ville,National Coalition Party,Varsinais-Suomen,Eduskunta,1999-03-24,2003-03-18
147,Jaakonsaari Liisa,Social Democrats,Oulun,Eduskunta,1999-03-24,2003-03-18
148,Jansson Gunnar,Swedish Parliamentary Group,Ahvenanmaan maakunnan,Eduskunta,1999-03-24,2003-03-18
458,Juurola Ulla,Social Democrats,Hämeen,Eduskunta,1999-03-24,2003-03-18
405,Jääskeläinen Jouko,Christian Democrats,Uudenmaan,Eduskunta,1999-03-24,2003-03-18
189,Jäätteenmäki Anneli,Finnish Centre Party,Helsingin,Eduskunta,1999-03-24,2003-03-18
402,Kalli Timo,Finnish Centre Party,Satakunnan,Eduskunta,1999-03-24,2003-03-18
459,Kallio Reijo,Social Democrats,Satakunnan,Eduskunta,1999-03-24,2003-03-18
166,Kalliomäki Antti,Social Democrats,Uudenmaan,Eduskunta,1999-03-24,2003-03-18
417,Kallis Bjarne,Christian Democrats,Vaasan,Eduskunta,1999-03-24,2003-03-18
567,Kanerva Erkki,Social Democrats,Pohjois-Karjalan,Eduskunta,1999-03-24,2003-03-18
170,Kanerva Ilkka,National Coalition Party,Varsinais-Suomen,Eduskunta,1999-03-24,2003-03-18
539,Kanerva Seppo,National Coalition Party,Helsingin,Eduskunta,1999-03-24,2002-12-12
539,Kanerva Seppo,Finnish Centre Party,Helsingin,Eduskunta,2002-12-13,2003-01-13
539,Kanerva Seppo,Liberals,Helsingin,Eduskunta,2003-01-14,2003-03-18
614,Kangas Matti,Left Alliance,Keski-Suomen,Eduskunta,1999-03-24,2003-03-18
175,Kankaanniemi Toimi,Christian Democrats,Keski-Suomen,Eduskunta,1999-03-24,2003-03-18
460,Kantalainen Kari,National Coalition Party,Pirkanmaan,Eduskunta,1999-03-24,2003-03-18
