id,name,group,area,start_date,end_date
103,Ahde Matti,Social Democrats,Oulun,1987-03-21,1990-06-30
104,Aho Esko,Finnish Centre Party,Helsingin,1987-03-21,1991-03-21
107,Aittoniemi Sulo,The Finns Party,Pirkanmaan,1987-03-21,1991-03-21
111,Alho Arja,Social Democrats,Uudenmaan,1987-03-21,1991-03-21
121,Andersson Claes,Left Alliance,Uudenmaan,1987-03-21,1991-03-21
127,Anttila Sirkka-Liisa,Finnish Centre Party,Hämeen,1987-03-21,1991-03-21
129,Antvuori Pirjo-Riitta,National Coalition Party,Helsingin,1987-03-21,1991-03-21
133,Backman Jouni,Social Democrats,Etelä-Savon,1987-03-21,1991-03-21
109,Donner Jörn,Swedish Parliamentary Group,Helsingin,1987-03-21,1991-03-21
110,Dromberg Kaarina,National Coalition Party,Uudenmaan,1987-03-21,1991-03-21
112,Elo Mikko,Social Democrats,Satakunnan,1987-03-21,1991-03-21
116,Gustafsson Jukka,Social Democrats,Pirkanmaan,1987-03-21,1991-03-21
118,Haavisto Pekka,Green Party,Helsingin,1987-03-21,1991-03-21
122,Halonen Tarja,Social Democrats,Helsingin,1987-03-21,1991-03-21
125,Helle Esko,Left Alliance,Hämeen,1987-03-21,1991-03-21
136,Hurskainen Sinikka,Social Democrats,Kymen,1987-03-21,1991-03-21
137,Huuhtanen Jorma,Finnish Centre Party,Kuopion,1987-03-21,1991-03-21
145,Isohookana-Asunmaa Tytti,Finnish Centre Party,Oulun,1987-03-21,1991-03-21
147,Jaakonsaari Liisa,Social Democrats,Oulun,1987-03-21,1991-03-21
148,Jansson Gunnar,Swedish Parliamentary Group,Ahvenanmaan maakunnan,1987-03-21,1991-03-21
157,Juhantalo Kauko,Finnish Centre Party,Satakunnan,1987-03-21,1991-03-21
189,Jäätteenmäki Anneli,Finnish Centre Party,Helsingin,1987-03-21,1991-03-21
166,Kalliomäki Antti,Social Democrats,Uudenmaan,1987-03-21,1991-03-21
170,Kanerva Ilkka,National Coalition Party,Varsinais-Suomen,1987-03-21,1991-03-21
175,Kankaanniemi Toimi,Christian Democrats,Keski-Suomen,1987-03-21,1991-03-21
307,Kautto Tarja,Social Democrats,Uudenmaan,1989-05-03,1991-03-21
179,Kekkonen Antero,Social Democrats,Kymen,1987-03-21,1991-03-21
306,Kettunen Pentti,The Finns Party,Oulun,1989-05-16,1991-03-21
202,Kääriäinen Seppo,Finnish Centre Party,Pohjois-Savon,1987-03-21,1991-03-21
218,Laisaari Sinikka,Social Democrats,Kymen,1987-03-21,1991-03-21
161,Lamminen Kalevi,National Coalition Party,Satakunnan,1987-03-21,1991-03-21
165,Lax Henrik,Swedish Parliamentary Group,Uudenmaan,1987-03-21,1991-03-21
203,Myller Riitta,Social Democrats,Pohjois-Karjalan,1987-03-21,1991-03-21
214,Mäkipää Lea,The Finns Party,Pirkanmaan,1987-03-21,1991-03-21
223,Niinistö Sauli,National Coalition Party,Uudenmaan,1987-03-21,1991-03-21
224,Nordman Håkan,Swedish Parliamentary Group,Vaasan,1987-03-21,1991-03-21
204,Ollila Heikki A.,National Coalition Party,Pirkanmaan,1987-03-21,1991-03-21
212,Pekkarinen Mauri,Finnish Centre Party,Keski-Suomen,1987-03-21,1991-03-21
227,Pietikäinen Sirpa,National Coalition Party,Hämeen,1987-03-21,1991-03-21
239,Puisto Virpa,Social Democrats,Varsinais-Suomen,1987-03-21,1991-03-21
240,Pulliainen Erkki,Green Party,Oulun,1987-03-21,1991-03-21
228,Rajamäki Kari,Social Democrats,Pohjois-Savon,1987-03-21,1991-03-21
229,Ranta Jussi,Social Democrats,Kymen,1987-03-21,1991-03-21
247,Roos Jukka,Social Democrats,Varsinais-Suomen,1987-03-21,1991-03-21
250,Ryynänen Mirja,Finnish Centre Party,Kuopion,1987-03-21,1991-03-21
256,Saapunki Pauli,Finnish Centre Party,Oulun,1987-03-21,1991-03-21
253,Saarinen Matti,Social Democrats,Uudenmaan,1987-03-21,1991-03-21
259,Salolainen Pertti,National Coalition Party,Helsingin,1987-03-21,1991-03-21
261,Sasi Kimmo,National Coalition Party,Pirkanmaan,1987-03-21,1991-03-21
267,Skinnari Jouko,Social Democrats,Hämeen,1987-03-21,1991-03-21
265,Soininvaara Osmo,Green Party,Helsingin,1987-03-21,1991-03-21
272,Stenius-Kaukonen Marjatta,Democratic Alternative,Pirkanmaan,1987-03-21,1990-06-18
272,Stenius-Kaukonen Marjatta,Left Alliance,Pirkanmaan,1990-06-19,1991-03-21
278,Tennilä Esko-Juhani,Democratic Alternative,Lapin,1987-03-21,1990-09-10
278,Tennilä Esko-Juhani,Left Alliance,Lapin,1990-09-11,1991-03-21
279,Tiuri Martti,National Coalition Party,Uudenmaan,1987-03-21,1991-03-21
283,Tykkyläinen Marja-Liisa,Social Democrats,Kuopion,1987-03-21,1991-03-21
291,Uosukainen Riitta,National Coalition Party,Kymen,1987-03-21,1991-03-21
297,Urpilainen Kari,Social Democrats,Vaasan,1987-03-21,1991-03-21
292,Vihriälä Jukka,Finnish Centre Party,Vaasan,1987-03-21,1991-03-21
295,Vistbacka Raimo,The Finns Party,Vaasan,1987-03-21,1991-03-21
299,Vähänäkki Matti,Social Democrats,Kymen,1987-03-21,1991-03-21
251,Väistö Matti,Finnish Centre Party,Pohjois-Karjalan,1987-03-21,1991-03-21
300,Väyrynen Paavo,Finnish Centre Party,Lapin,1987-03-21,1991-03-21
301,Zyskowicz Ben,National Coalition Party,Helsingin,1987-03-21,1991-03-21
