id,name,group,area,start_date,end_date
103,Ahde Matti,Social Democrats,Oulun,2003-03-19,2007-03-20
804,Ahonen Esko,Finnish Centre Party,Vaasan,2003-03-19,2007-03-20
558,Akaan-Penttilä Eero,National Coalition Party,Uudenmaan,2003-03-19,2007-03-20
392,Ala-Nissilä Olavi,Finnish Centre Party,Varsinais-Suomen,2003-03-19,2006-02-28
786,Alatalo Mikko,Finnish Centre Party,Pirkanmaan,2003-03-19,2007-03-20
111,Alho Arja,Social Democrats,Uudenmaan,2003-03-19,2007-03-20
446,Andersson Janina,Green Party,Varsinais-Suomen,2003-03-19,2007-03-20
127,Anttila Sirkka-Liisa,Finnish Centre Party,Hämeen,2003-03-19,2007-03-20
404,Anttila Ulla,Green Party,Uudenmaan,2003-03-19,2007-03-20
764,Asko-Seljavaara Sirpa,National Coalition Party,Helsingin,2003-03-19,2007-03-20
133,Backman Jouni,Social Democrats,Etelä-Savon,2003-03-19,2007-03-20
351,Biaudet Eva,Swedish Parliamentary Group,Helsingin,2003-03-19,2006-12-31
448,Brax Tuija,Green Party,Uudenmaan,2003-03-19,2007-03-20
450,Bryggare Arto,Social Democrats,Helsingin,2003-03-19,2007-03-20
795,Cronberg Tarja,Green Party,Pohjois-Karjalan,2003-03-19,2007-03-20
109,Donner Jörn,Swedish Parliamentary Group,Helsingin,2007-01-05,2007-03-20
110,Dromberg Kaarina,National Coalition Party,Uudenmaan,2003-03-19,2007-03-20
112,Elo Mikko,Social Democrats,Satakunnan,2003-03-19,2007-03-20
393,Enestam Jan-Erik,Swedish Parliamentary Group,Varsinais-Suomen,2003-03-19,2007-03-20
778,Essayah Sari,Christian Democrats,Varsinais-Suomen,2003-03-19,2007-03-20
451,Filatov Tarja,Social Democrats,Hämeen,2003-03-19,2007-03-20
560,Forsius Merikukka,Green Party,Uudenmaan,2003-03-19,2007-03-20
623,Gestrin Christina,Swedish Parliamentary Group,Uudenmaan,2003-03-28,2007-03-20
561,Granvik Nils-Anders,Swedish Parliamentary Group,Vaasan,2003-03-19,2007-03-20
116,Gustafsson Jukka,Social Democrats,Pirkanmaan,2003-03-19,2007-03-20
806,Haapoja Susanna,Finnish Centre Party,Vaasan,2003-03-19,2007-03-20
538,Haatainen Tuula,Social Democrats,Helsingin,2003-03-19,2007-03-20
763,Halme Tony,The Finns Party,Helsingin,2003-03-19,2007-03-20
562,Harkimo Leena,National Coalition Party,Uudenmaan,2003-03-19,2007-03-20
363,Hassi Satu,Green Party,Pirkanmaan,2003-03-19,2004-07-20
352,Hautala Heidi,Green Party,Uudenmaan,2003-03-19,2007-03-20
805,Hautala Lasse,Finnish Centre Party,Vaasan,2003-03-19,2007-03-20
768,Heinäluoma Eero,Social Democrats,Helsingin,2003-03-19,2007-03-20
452,Hellberg Klaus,Social Democrats,Uudenmaan,2003-03-19,2007-03-20
563,Hemmilä Pertti,National Coalition Party,Varsinais-Suomen,2003-03-19,2007-03-20
777,Hemming Hanna-Leena,National Coalition Party,Uudenmaan,2003-03-19,2007-03-20
564,Hiltunen Rakel,Social Democrats,Helsingin,2003-03-19,2007-03-20
630,Holmlund Anne,National Coalition Party,Satakunnan,2003-03-19,2007-03-20
797,Hoskonen Hannu,Finnish Centre Party,Pohjois-Karjalan,2003-03-19,2007-03-20
453,Huotari Anne,Left Alliance,Oulun,2003-03-19,2007-03-20
565,Huovinen Susanna,Social Democrats,Keski-Suomen,2003-03-19,2007-03-20
136,Hurskainen Sinikka,Social Democrats,Kymen,2003-03-19,2007-03-20
455,Hyssälä Liisa,Finnish Centre Party,Varsinais-Suomen,2003-03-19,2007-03-20
566,Häkämies Jyri,National Coalition Party,Kymen,2003-03-19,2007-03-20
