id,name,group,area,start_date,end_date
799,Hänninen Tuomo,Finnish Centre Party,Oulun,2003-03-19,2007-03-20
456,Immonen Mikko,Left Alliance,Varsinais-Suomen,2003-03-19,2007-03-20
457,Itälä Ville,National Coalition Party,Varsinais-Suomen,2003-03-19,2004-07-20
147,Jaakonsaari Liisa,Social Democrats,Oulun,2003-03-19,2007-03-20
780,Jansson Roger,Swedish Parliamentary Group,Ahvenanmaan maakunnan,2003-03-19,2007-03-20
157,Juhantalo Kauko,Finnish Centre Party,Satakunnan,2003-03-19,2007-03-20
189,Jäätteenmäki Anneli,Finnish Centre Party,Helsingin,2003-03-19,2004-07-20
772,Kaikkonen Antti,Finnish Centre Party,Uudenmaan,2003-03-19,2007-03-20
402,Kalli Timo,Finnish Centre Party,Satakunnan,2003-03-19,2007-03-20
459,Kallio Reijo,Social Democrats,Satakunnan,2003-03-19,2007-03-20
166,Kalliomäki Antti,Social Democrats,Uudenmaan,2003-03-19,2007-03-20
417,Kallis Bjarne,Christian Democrats,Vaasan,2003-03-19,2007-03-20
170,Kanerva Ilkka,National Coalition Party,Varsinais-Suomen,2003-03-19,2007-03-20
614,Kangas Matti,Left Alliance,Keski-Suomen,2003-03-19,2007-03-20
175,Kankaanniemi Toimi,Christian Democrats,Keski-Suomen,2003-03-19,2007-03-20
568,Karhu Saara,Social Democrats,Pirkanmaan,2003-03-19,2007-03-20
462,Karjula Kyösti,Finnish Centre Party,Oulun,2003-03-19,2007-03-20
569,Karpela Tanja,Finnish Centre Party,Uudenmaan,2003-03-19,2007-03-20
570,Karttunen Marjukka,National Coalition Party,Varsinais-Suomen,2003-03-19,2007-03-20
849,Karvonen Tatja,Finnish Centre Party,Lapin,2004-07-21,2007-03-20
771,Kasvi Jyrki,Green Party,Uudenmaan,2003-03-19,2007-03-20
571,Katainen Jyrki,National Coalition Party,Uudenmaan,2003-03-19,2007-03-20
781,Kauppila Matti,Left Alliance,Hämeen,2003-03-19,2007-03-20
179,Kekkonen Antero,Social Democrats,Kymen,2003-03-19,2007-03-20
613,Kerola Inkeri,Finnish Centre Party,Oulun,2003-03-19,2007-03-20
792,Kettunen Rauno,Finnish Centre Party,Pohjois-Savon,2003-03-19,2007-03-20
791,Kiljunen Anneli,Social Democrats,Kymen,2003-03-19,2007-03-20
464,Kiljunen Kimmo,Social Democrats,Uudenmaan,2003-03-19,2007-03-20
465,Kiviniemi Mari,Finnish Centre Party,Helsingin,2003-03-19,2007-03-20
779,Kiviranta Esko,Finnish Centre Party,Varsinais-Suomen,2003-03-19,2007-03-20
574,Komi Katri,Finnish Centre Party,Etelä-Savon,2003-03-19,2007-03-20
386,Korhonen Martti,Left Alliance,Oulun,2003-03-19,2007-03-20
403,Korkeaoja Juha,Finnish Centre Party,Satakunnan,2003-03-19,2007-03-20
387,Koski Markku,Finnish Centre Party,Oulun,2003-03-19,2007-03-20
469,Koski Valto,Social Democrats,Kymen,2003-03-19,2007-03-20
532,Koskinen Jari,National Coalition Party,Hämeen,2003-03-19,2007-03-20
358,Koskinen Johannes,Social Democrats,Hämeen,2003-03-19,2007-03-20
471,Koskinen Marjaana,Social Democrats,Varsinais-Suomen,2003-03-19,2007-03-20
472,Krohn Irina,Green Party,Helsingin,2003-03-19,2006-07-31
473,Kuisma Risto,Social Democrats,Uudenmaan,2003-03-19,2007-03-20
807,Kumpula-Natri Miapetra,Social Democrats,Vaasan,2003-03-19,2007-03-20
444,Kuoppa Mikko,Left Alliance,Pirkanmaan,2003-03-19,2007-03-20
476,Kuosmanen Pekka,National Coalition Party,Kymen,2003-03-19,2007-03-20
576,Kurvinen Esko,National Coalition Party,Oulun,2003-03-19,2007-03-20
577,Kähkönen Lauri,Social Democrats,Pohjois-Karjalan,2003-03-19,2007-03-20
578,Kärkkäinen Kari,Christian Democrats,Pohjois-Savon,2003-03-19,2007-03-20
202,Kääriäinen Seppo,Finnish Centre Party,Pohjois-Savon,2003-03-19,2007-03-20
407,Laakso Jaakko,Left Alliance,Uudenmaan,2003-03-19,2007-03-20
478,Lahtela Esa,Social Democrats,Pohjois-Karjalan,2003-03-19,2007-03-20
579,Lahtela Seppo,Finnish Centre Party,Kymen,2003-03-19,2006-10-25
579,Lahtela Seppo,National Coalition Party,Kymen,2006-10-26,2007-03-20
765,Lahti Jere,National Coalition Party,Helsingin,2003-03-19,2007-03-20
218,Laisaari Sinikka,Social Democrats,Kymen,2003-03-19,2006-01-31
370,Laitinen Reijo,Social Democrats,Keski-Suomen,2003-03-19,2007-03-20
161,Lamminen Kalevi,National Coalition Party,Satakunnan,2003-03-19,2007-03-20
774,Lankia Eero,Finnish Centre Party,Uudenmaan,2003-03-19,2007-03-20
479,Lapintie Annika,Left Alliance,Varsinais-Suomen,2003-03-19,2007-03-20
376,Laukkanen Markku,Finnish Centre Party,Kymen,2003-03-19,2007-03-20
165,Lax Henrik,Swedish Parliamentary Group,Uudenmaan,2003-03-19,2004-07-20
847,Laxell Jouko,National Coalition Party,Varsinais-Suomen,2004-07-21,2007-03-20
581,Lehtomäki Paula,Finnish Centre Party,Uudenmaan,2003-03-19,2007-03-20
582,Leppä Jari,Finnish Centre Party,Etelä-Savon,2003-03-19,2007-03-20
359,Lindqvist Maija-Liisa,Finnish Centre Party,Hämeen,2003-03-19,2007-03-20
480,Lindén Suvi,National Coalition Party,Oulun,2003-03-19,2007-03-20
583,Lintilä Mika,Finnish Centre Party,Vaasan,2003-03-19,2007-03-20
783,Lintonen Minna,Social Democrats,Hämeen,2003-03-19,2007-03-20
353,Lipponen Paavo,Social Democrats,Helsingin,2003-03-19,2007-03-20
409,Luhtanen Leena,Social Democrats,Uudenmaan,2003-03-19,2007-03-20
481,Lämsä Eero,Finnish Centre Party,Pohjois-Savon,2003-03-19,2007-03-20
482,Löv Pehr,Swedish Parliamentary Group,Vaasan,2003-03-19,2007-03-20
483,Manninen Hannes,Finnish Centre Party,Lapin,2003-03-19,2007-03-20
775,Matikainen-Kallström Marjo,National Coalition Party,Uudenmaan,2003-03-19,2003-03-27
775,Matikainen-Kallström Marjo,National Coalition Party,Uudenmaan,2004-07-21,2007-03-20
787,Meriläinen Rosa,Green Party,Pirkanmaan,2003-03-19,2007-03-20
798,Moilanen Riikka,Finnish Centre Party,Oulun,2003-03-19,2007-03-20
802,Mustajärvi Markus,Left Alliance,Lapin,2003-03-19,2007-03-20
817,Mäkinen Tapani,National Coalition Party,Uudenmaan,2003-03-28,2004-07-20
611,Neittaanmäki Petri,Finnish Centre Party,Keski-Suomen,2003-03-19,2007-03-20
585,Nepponen Olli,National Coalition Party,Etelä-Savon,2003-03-19,2007-03-20
586,Nousiainen Pekka,Finnish Centre Party,Etelä-Savon,2003-03-19,2007-03-20
486,Nurmi Tuija,National Coalition Party,Hämeen,2003-03-19,2007-03-20
769,Nylander Mikaela,Swedish Parliamentary Group,Uudenmaan,2003-03-19,2007-03-20
587,Oinonen Lauri,Finnish Centre Party,Keski-Suomen,2003-03-19,2007-03-20
355,Ojala Outi,Left Alliance,Helsingin,2003-03-19,2007-03-20
487,Ojala Reino,Social Democrats,Pirkanmaan,2003-03-19,2007-03-20
588,Ojansuu-Kaunisto Kirsi,Green Party,Hämeen,2003-03-19,2007-03-20
488,Olin Kalevi,Social Democrats,Keski-Suomen,2003-03-19,2007-03-20
204,Ollila Heikki A.,National Coalition Party,Pirkanmaan,2003-03-19,2007-03-20
789,Paajanen Reijo,National Coalition Party,Kymen,2003-03-19,2007-03-20
589,Paasio Heli,Social Democrats,Varsinais-Suomen,2003-03-19,2007-03-20
887,Paatero Sirpa,Social Democrats,Kymen,2006-02-01,2007-03-20
811,Paloniemi Aila,Finnish Centre Party,Keski-Suomen,2003-03-19,2007-03-20
212,Pekkarinen Mauri,Finnish Centre Party,Keski-Suomen,2003-03-19,2007-03-20
848,Peltokorpi Terhi,Finnish Centre Party,Helsingin,2004-07-21,2007-03-20
491,Peltomo Pirkko,Social Democrats,Satakunnan,2003-03-19,2007-03-20
785,Pentti Klaus,Finnish Centre Party,Pirkanmaan,2003-03-19,2007-03-20
397,Perho Maija,National Coalition Party,Varsinais-Suomen,2003-03-19,2007-03-20
374,Polvi Iivo,Left Alliance,Pohjois-Savon,2003-03-19,2007-03-20
495,Puhjo Veijo,Left Alliance,Satakunnan,2003-03-19,2007-03-20
239,Puisto Virpa,Social Democrats,Varsinais-Suomen,2003-03-19,2007-03-20
240,Pulliainen Erkki,Green Party,Oulun,2003-03-19,2007-03-20
591,Rahkonen Susanna,Social Democrats,Uudenmaan,2003-03-19,2007-03-20
801,Rajala Lyly,Christian Democrats,Oulun,2003-03-19,2003-11-30
801,Rajala Lyly,National Coalition Party,Oulun,2003-12-01,2007-03-20
228,Rajamäki Kari,Social Democrats,Pohjois-Savon,2003-03-19,2007-03-20
496,Ranta-Muotio Aulis,Finnish Centre Party,Vaasan,2003-03-19,2007-03-20
592,Rantakangas Antti,Finnish Centre Party,Oulun,2003-03-19,2007-03-20
383,Rask Maija,Social Democrats,Lapin,2003-03-19,2007-03-20
593,Rauhala Leena,Christian Democrats,Pirkanmaan,2003-03-19,2007-03-20
541,Rehula Juha,Finnish Centre Party,Hämeen,2003-03-19,2007-03-20
796,Reijonen Eero,Finnish Centre Party,Pohjois-Karjalan,2003-03-19,2007-03-20
809,Risikko Paula,National Coalition Party,Vaasan,2003-03-19,2007-03-20
247,Roos Jukka,Social Democrats,Varsinais-Suomen,2003-03-19,2007-03-20
375,Rossi Markku,Finnish Centre Party,Pohjois-Savon,2003-03-19,2007-03-20
803,Rundgren Simo,Finnish Centre Party,Lapin,2003-03-19,2007-03-20
499,Räsänen Päivi,Christian Democrats,Hämeen,2003-03-19,2007-03-20
595,Rönni Tero,Social Democrats,Pirkanmaan,2003-03-19,2007-03-20
776,Saarikangas Martin,National Coalition Party,Uudenmaan,2003-03-19,2007-03-20
253,Saarinen Matti,Social Democrats,Uudenmaan,2003-03-19,2007-03-20
515,Salo Mauri,Finnish Centre Party,Varsinais-Suomen,2006-03-01,2007-03-20
596,Salo Petri,National Coalition Party,Vaasan,2003-03-19,2007-03-20
762,Salovaara Pertti,Finnish Centre Party,Pirkanmaan,2003-03-19,2007-03-20
612,Sarkomaa Sari,National Coalition Party,Helsingin,2003-03-19,2007-03-20
261,Sasi Kimmo,National Coalition Party,Pirkanmaan,2003-03-19,2007-03-20
784,Satonen Arto,National Coalition Party,Pirkanmaan,2003-03-19,2007-03-20
597,Seppälä Arto,Social Democrats,Etelä-Savon,2003-03-19,2007-03-20
598,Seppälä Timo,National Coalition Party,Hämeen,2003-03-19,2007-03-20
554,Siimes Suvi-Anne,Left Alliance,Uudenmaan,2003-03-19,2007-03-20
600,Sinnemäki Anni,Green Party,Helsingin,2003-03-19,2007-03-20
788,Sirnö Minna,Left Alliance,Pirkanmaan,2003-03-19,2007-03-20
544,Sjöblom Juhani,National Coalition Party,Uudenmaan,2003-03-19,2007-03-20
267,Skinnari Jouko,Social Democrats,Hämeen,2003-03-19,2007-03-20
767,Soini Timo,The Finns Party,Uudenmaan,2003-03-19,2007-03-20
265,Soininvaara Osmo,Green Party,Helsingin,2003-03-19,2007-03-20
894,Sumuvuori Johanna,Green Party,Helsingin,2006-08-01,2007-03-20
773,Särkiniemi Seppo,Finnish Centre Party,Uudenmaan,2003-03-19,2007-03-20
501,Tahvanainen Säde,Social Democrats,Pohjois-Karjalan,2003-03-19,2007-03-20
620,Taipale Ilkka,Social Democrats,Helsingin,2003-03-19,2007-03-20
782,Taiveaho Satu,Social Democrats,Hämeen,2003-03-19,2007-03-20
502,Takkula Hannu,Finnish Centre Party,Lapin,2003-03-19,2004-07-20
278,Tennilä Esko-Juhani,Left Alliance,Lapin,2003-03-19,2007-03-20
770,Thors Astrid,Swedish Parliamentary Group,Helsingin,2003-03-19,2003-03-27
770,Thors Astrid,Swedish Parliamentary Group,Helsingin,2004-07-21,2007-03-20
790,Tiilikainen Kimmo,Finnish Centre Party,Kymen,2003-03-19,2007-03-20
602,Tiura Marja,National Coalition Party,Pirkanmaan,2003-03-19,2007-03-20
505,Tiusanen Pentti,Left Alliance,Kymen,2003-03-19,2007-03-20
506,Tulonen Irja,National Coalition Party,Pirkanmaan,2003-03-19,2007-03-20
357,Tuomioja Erkki,Social Democrats,Helsingin,2003-03-19,2007-03-20
846,Tynkkynen Oras,Green Party,Pirkanmaan,2004-07-21,2007-03-20
800,Tölli Tapani,Finnish Centre Party,Oulun,2003-03-19,2007-03-20
507,Uotila Kari,Left Alliance,Uudenmaan,2003-03-19,2007-03-20
808,Urpilainen Jutta,Social Democrats,Vaasan,2003-03-19,2007-03-20
605,Vahasalo Raija,National Coalition Party,Uudenmaan,2003-03-19,2007-03-20
604,Valpas Unto,Left Alliance,Oulun,2003-03-19,2007-03-20
414,Vanhanen Matti,Finnish Centre Party,Uudenmaan,2003-03-19,2007-03-20
766,Vapaavuori Jan,National Coalition Party,Helsingin,2003-03-19,2007-03-20
810,Vielma Ahti,National Coalition Party,Keski-Suomen,2003-03-19,2007-03-20
292,Vihriälä Jukka,Finnish Centre Party,Vaasan,2003-03-19,2007-03-20
511,Viitanen Pia,Social Democrats,Pirkanmaan,2003-03-19,2007-03-20
607,Vilkuna Pekka,Finnish Centre Party,Oulun,2003-03-19,2007-03-20
606,Vilén Jari,National Coalition Party,Lapin,2003-03-19,2007-03-20
793,Virtanen Erkki,Left Alliance,Pohjois-Savon,2003-03-19,2007-03-20
608,Virén Lasse,National Coalition Party,Uudenmaan,2003-03-19,2007-03-20
295,Vistbacka Raimo,The Finns Party,Vaasan,2003-03-19,2007-03-20
251,Väistö Matti,Finnish Centre Party,Pohjois-Karjalan,2003-03-19,2007-03-20
794,Väätäinen Tuula,Social Democrats,Pohjois-Savon,2003-03-19,2007-03-20
609,Wallin Harry,Social Democrats,Vaasan,2003-03-19,2007-03-20
475,Wideroos Ulla-Maj,Swedish Parliamentary Group,Vaasan,2003-03-19,2007-03-20
610,Ylä-Mononen Jaana,Finnish Centre Party,Pirkanmaan,2003-03-19,2007-03-20
301,Zyskowicz Ben,National Coalition Party,Helsingin,2003-03-19,2007-03-20
