id,name,email,twitter,group,area,chamber,start_date,end_date
51,AMBETO BLAISE,,,PCT,NGOKO,Assemblee Nationale,2012,""
62,AMPION PHILIPPE,,,PCT,MBON,Assemblee Nationale,2012,""
33,ANIABA PIERRE SYMPHORIEN,,,PCT,NGBALA,Assemblee Nationale,2012,""
48,AYESSA FIRMIN,,,PCT,MAKOUA,Assemblee Nationale,2012,""
69,BADIABIO JOSEPH,,,MCDDI,MAKELEKELE2,Assemblee Nationale,2012,""
70,BASSOUAMA PIERRE,,,PRL,MAKELEKELE3,Assemblee Nationale,2012,""
28,BATHEAS JEAN MARIE,,,PCT,EPENA2,Assemblee Nationale,2012,""
118,BATI BENOIT,,,"",TSIAKI,Assemblee Nationale,2012,""
111,BIDIMBOU MICHEL,,,PCT,KAYES,Assemblee Nationale,2012,""
38,BININGA AIME ANGE WILFRID,,,PCT,EWO2,Assemblee Nationale,2012,""
87,BIZONZI NOUNY GABRIEL,,,INDEPENDANT,MADIBOU,Assemblee Nationale,2012,""
79,BONGO BERNARD CLAUDE AUGE,,,CLUB 2002 PUR,OUENZE2,Assemblee Nationale,2012,""
7,BONGO MAVOUNGOU RAYMOND,,,PCT,NZAMBI,Assemblee Nationale,2012,""
50,BOPOUMBOU JEAN MARIE,,,PCT,MOSSAKA2,Assemblee Nationale,2012,""
1,BOUITY VIAUDO ROLAND,,,MAR,LOANGO,Assemblee Nationale,2012,""
110,BOUNKOULOU BENJAMIN,,,UR,BOKO-SONGHO,Assemblee Nationale,2012,""
54,BOUYA JEAN JACQUES,,,PCT,TCHIKAPIKA,Assemblee Nationale,2012,""
6,COUSSOUD MAVOUNGOU AIME MARTIN PARFAIT,,,PCT,MVOUTI2,Assemblee Nationale,2012,""
29,DJOMBO HENRI,,,PCT,ENYELLE,Assemblee Nationale,2012,""
80,EBOUREFE EDITH,,,PCT,OUENZE3,Assemblee Nationale,2012,""
83,ELENGA FAUSTIN,,,PCT,TALANGAI4,Assemblee Nationale,2012,""
39,EPOLA JULIEN,,,PCT,ETOUMBI,Assemblee Nationale,2012,""
30,ETEKA YEMETH VALERE,,,PCT,Circonscription de,Assemblee Nationale,2012,""
72,FILA NEE LEMINA ISABELLE MARTHE,,,RC,BACONGO1,Assemblee Nationale,2012,""
