id,name,email,twitter,group,area,chamber,start_date,end_date
de.bundestag.data:mdb:1909,Achim Post (Minden),,,SPD,Minden-Lübbecke I,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1565,Agnes Alpers,,,Die Linke,Bremen,Bundestag,2013-10-22,2015-03-02
de.bundestag.data:mdb:1701,Agnieszka Brugger,,,Bündnis 90/Die Grünen,Ravensburg,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1314,Albert Rupprecht,,,CSU,Weiden,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1946,Albert Stegemann,,,CDU,Mittelems,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1970,Albert Weiler,,,CDU,Gera - Jena - Saale-Holzland-Kreis,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1288,Alexander Dobrindt,,,CSU,Weilheim,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1618,Alexander Funk,,,CDU,Homburg,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1832,Alexander Hoffmann,,,CSU,Main-Spessart,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1914,Alexander Radwan,,,CSU,Starnberg,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1512,Alexander Ulrich,,,Die Linke,Kaiserslautern,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1790,Alexandra Dinges-Dierig,,,CDU,Lübeck,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1666,Alois Gerig,,,CDU,Odenwald - Tauber,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1436,Alois Karl,,,CSU,Amberg,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1915,Alois Rainer,,,CSU,Straubing,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1872,Andrea Lindholz,,,CSU,Aschaffenburg,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1074,Andrea Nahles,,,SPD,Ahrweiler,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1201,Andrea Wicklein,,,SPD,Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1448,Andreas G. Lämmel,,,CDU,Dresden I,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1433,Andreas Jung,,,CDU,Konstanz,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1601,Andreas Mattfeldt,,,CDU,Osterholz - Verden,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1918,Andreas Rimkus,,,SPD,Düsseldorf II,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1214,Andreas Scheuer,,,CSU,Passau,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1938,Andreas Schwarz,,,SPD,Bamberg,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1578,Andrej Hunko,,,Die Linke,Aachen I,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1428,Anette Hübinger,,,CDU,Saarbrücken,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1050,Anette Kramme,,,SPD,Bayreuth,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1994,Angelika Glöckner,,,SPD,Pirmasens,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1095,Anita Schäfer (Saalstadt),,,CDU,Pirmasens,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1256,Anja Hajduk,,,Bündnis 90/Die Grünen,Hamburg-Nord,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1851,Anja Karliczek,,,CDU,Steinfurt III,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1775,Annalena Baerbock,,,Bündnis 90/Die Grünen,Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1670,Annette Groth,,,Die Linke,Bodensee,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1758,Annette Sawade,,,SPD,Schwäbisch Hall - Hohenlohe,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1490,Annette Schavan,,,CDU,Ulm,Bundestag,2013-10-22,2014-06-30
de.bundestag.data:mdb:1130,Annette Widmann-Mauz,,,CDU,Tübingen,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1673,Ansgar Heveling,,,CDU,Krefeld I - Neuss II,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1871,Antje Lezius,,,CDU,Kreuznach,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1271,Antje Tillmann,,,CDU,Erfurt - Weimar - Weimarer Land II,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1679,Armin Schuster (Weil am Rhein),,,CDU,Lörrach - Müllheim,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1857,Arno Klare,,,SPD,Mülheim - Essen I,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1119,Arnold Vaatz,,,CDU,Dresden II - Bautzen II,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1773,Artur Auernhammer,,,CSU,Bayern,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1669,Astrid Grotelüschen,,,CDU,Delmenhorst - Wesermarsch - Oldenburg-Land,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1956,Astrid Timmermann-Fechter,,,CDU,Mülheim - Essen I,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1007,Axel E. Fischer (Karlsruhe-Land),,,CDU,Karlsruhe-Land,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1730,Axel Knoerig,,,CDU,Diepholz - Nienburg I,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1270,Axel Schäfer (Bochum),,,SPD,Bochum I,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1735,Aydan Özoğuz,,,SPD,Hamburg-Wandsbek,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1953,Azize Tank,,,Die Linke,Berlin-Tempelhof - Schöneberg,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1864,Barbara Lanzinger,,,CSU,Bayern,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1979,Barbara Woltmann,,,CDU,Niedersachsen,Bundestag,2013-10-22,""
de.bundestag.data:mdb:241,Bartholomäus Kalb,,,CSU,Deggendorf,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1556,Beate Müller-Gemmeke,,,Bündnis 90/Die Grünen,Reutlingen,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1756,Beate Walter-Rosenheimer,,,Bündnis 90/Die Grünen,Fürstenfeldbruck,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1923,Bernd Rützel,,,SPD,Main-Spessart,Bundestag,2013-10-22,""
de.bundestag.data:mdb:808,Bernd Siebert,,,CDU,Schwalm-Eder,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1973,Bernd Westphal,,,SPD,Hildesheim,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1788,Bernhard Daldrup,,,SPD,Warendorf,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1207,Bernhard Kaster,,,CDU,Trier,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1259,Bernhard Schulte-Drüggelte,,,CDU,Soest,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1324,Bettina Hagedorn,,,SPD,Ostholstein - Stormarn-Nord,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1835,Bettina Hornhues,,,CDU,Bremen II - Bremerhaven,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1726,Bettina Kudla,,,CDU,Leipzig I,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1888,Bettina Müller,,,SPD,Main-Kinzig – Wetterau II – Schotten,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1858,Birgit Kömpel,,,SPD,Fulda,Bundestag,2013-10-22,""
de.bundestag.data:mdb:365886,Birgit Menz,,,Die Linke,Bremen,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1978,Birgit Wöllert,,,Die Linke,Cottbus - Spree-Neiße,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1477,Brigitte Pothmer,,,Bündnis 90/Die Grünen,Hildesheim,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1524,Brigitte Zypries,,,SPD,Darmstadt,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1416,Britta Haßelmann,,,Bündnis 90/Die Grünen,Bielefeld - Gütersloh II,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1784,Burkhard Blienert,,,SPD,Paderborn - Gütersloh III,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1633,Burkhard Lischka,,,SPD,Magdeburg,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1607,Bärbel Bas,,,SPD,Duisburg I,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1424,Bärbel Höhn,,,Bündnis 90/Die Grünen,Oberhausen - Wesel III,Bundestag,2013-10-22,""
de.bundestag.data:mdb:989,Cajus Caesar,,,CDU,Lippe I,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1856,Cansel Kiziltepe,,,SPD,Berlin-Friedrichshain - Kreuzberg - Prenzlauer Berg Ost,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1561,Caren Lay,,,Die Linke,Bautzen I,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1260,Caren Marks,,,SPD,Hannover-Land I,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1705,Carola Stauche,,,CDU,Sonneberg - Saalfeld-Rudolstadt - Saale-Orla-Kreis,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1860,Carsten Körber,,,CDU,Zwickau,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1469,Carsten Müller (Braunschweig),,,CDU,Braunschweig,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1097,Carsten Schneider (Erfurt),,,SPD,Erfurt - Weimar - Weimarer Land II,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1957,Carsten Träger,,,SPD,Fürth,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1898,Cem Özdemir,,,Bündnis 90/Die Grünen,Stuttgart I,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1809,Cemile Giousouf,,,CDU,Hagen - Ennepe-Ruhr-Kreis I,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1965,Christel Voßbeck-Kayser,,,CDU,Märkischer Kreis II,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1804,Christian Flisek,,,SPD,Passau,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1341,Christian Freiherr von Stetten,,,CDU,Schwäbisch Hall - Hohenlohe,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1816,Christian Haase,,,CDU,Höxter - Lippe II,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1538,Christian Hirte,,,CDU,Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis II,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1861,Christian Kühn (Tübingen),,,Bündnis 90/Die Grünen,Tübingen,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1057,Christian Lange (Backnang),,,SPD,Backnang - Schwäbisch Gmünd,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1991,Christian Petry,,,SPD,St. Wendel,Bundestag,2013-10-22,""
de.bundestag.data:mdb:489,Christian Schmidt (Fürth),,,CSU,Fürth,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1841,Christina Jantz,,,SPD,Osterholz - Verden,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1847,Christina Kampmann,,,SPD,Bielefeld - Gütersloh II,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1939,Christina Schwarzer,,,CDU,Berlin-Neukölln,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1660,Christine Buchholz,,,Die Linke,Offenbach,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1056,Christine Lambrecht,,,SPD,Bergstraße,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1321,Christoph Strässer,,,SPD,Münster,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1307,Claudia Roth (Augsburg),,,Bündnis 90/Die Grünen,Augsburg-Stadt,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1954,Claudia Tausend,,,SPD,München-Ost,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1295,Clemens Binninger,,,CDU,Böblingen,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1921,Corinna Rüffer,,,Bündnis 90/Die Grünen,Trier,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1625,Cornelia Möhring,,,Die Linke,Pinneberg,Bundestag,2013-10-22,""
de.bundestag.data:mdb:864,Dagmar Freitag,,,SPD,Märkischer Kreis II,Bundestag,2013-10-22,""
de.bundestag.data:mdb:820,Dagmar G. Wöhrl,,,CSU,Nürnberg-Nord,Bundestag,2013-10-22,""
de.bundestag.data:mdb:1932,Dagmar Schmidt (Wetzlar),,,SPD,Lahn-Dill,Bundestag,2013-10-22,""
